,CalllogID,Category,Content,Line,MemberLine,Speaker,content.split,Intent,IntentScore,IntentScoreConfidence,ChatIDLineCount
2467,370006,Member,申请500+500 ,2,1,mxc123123,申请 500+500 ,promotion/38APP彩金,26.91,1.0,2
2469,370007,Member,申请500送500 ,4,2,zhfanghu88,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,1
2470,370008,Member,申请1000送1000 ,2,1,deng168169,申请 1000 送 1000 ,promotion/38APP彩金,39.4,2.0,2
2472,370009,Member,你好！网银手机银行微信都是一个银行卡账号 ,2,1,q886688,你好 ！ 网 银 手机 银行 微信 都 是 一个 银行卡 账号 ,payment/deposit/online/在线存款,26.86,1.0,2
2474,370010,Member,申请好了吗， ,4,2,kmjsza146,申请 好 了 吗 ， ,common/谢谢,31.34,1.0,1
2475,370011,Member,申请500送500 ,3,2,zhfanghu88,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,1
2476,370012,Member,申请500送500 ,2,1,zzgzg223,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,2
2478,370013,Member,申请500送500 ,3,2,zhfanghu88,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,1
2479,370014,Member,我忘了用户名只有邮箱怎么找回 ,2,1,tba196688,我 忘 了 用户名 只有 邮箱 怎么 找回 ,account/忘记用户名,24.81,1.0,2
2481,370015,Member,优惠卷 怎么还没有到账？ ,2,1,mxc123123,优惠 卷 怎么 还 没有 到 账 ？ ,payment/没有到账,20.7,1.0,2
2483,370016,Member,申请500送500 ,2,1,llxialiu22,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,2
2485,370017,Member,怎么pt进不去游戏 ,2,1,dx1212,怎么 pt 进 不 去 游戏 ,portal/app/乐天堂PT APP 桌面/安卓下载版,31.22,1.0,2
2487,370018,Member,申请500送500 ,3,2,bcdong368,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,1
2488,370019,Member,申请五百送五百 ,2,1,fwewfe62,申请 五百 送 五百 ,promotion/38APP彩金,39.4,2.0,2
2490,370020,Member,我现在可以申请哪种优惠？ ,2,1,chenhao3,我 现在 可以 申请 哪 种 优惠 ？ ,-,0.0,0.0,2
2492,370021,Member,给我申请一下存送券 ,2,1,tiancai11,给 我 申请 一下 存 送 券 ,promotion/38APP彩金,32.41,1.0,2
2494,370022,Member,申请500送500 ,3,2,bcdong368,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,1
2495,370023,Member,你好，为什么PT进不去呢？ ,2,1,tblw159951,你好 ， 为什么 pt 进 不 去 呢 ？ ,common/无法登入乐天堂页面/体育页面/真人页面/游戏页面,30.43,1.0,2
2497,370024,Member,fwewfe62  ,2,1,fwewfe62,fwewfe62 ,-,0.0,0.0,2
2499,370025,Member,在app登陆前面加什么 ,2,1,zy1981723,在 app 登陆 前面 加 什么 ,bet/slot/pt/PT老虎机游戏账户,22.38,1.0,2
2501,370026,Member,微信转账名字写什么 ,2,1,y22,微信 转账 名字 写 什么 ,payment/deposit/wechat/微信转账存款,30.14,1.0,2
2503,370027,Visitor,我只记得电话号码能帮我找回账号吗？ ,2,1,gvvlwe10ti什么意思,我 只 记得 电话号码 能 帮 我 找回 账号 吗 ？ ,-,0.0,0.0,2
2505,370028,Member,申请500送500 ,4,2,ycang169,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,1
2506,370029,Member,申请500送500 ,2,1,lllxuna9,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,2
2508,370030,Member,申请生日礼金 ,2,1,wuxiaoyan,申请 生日 礼金 ,promotion/38APP彩金,23.79,1.0,2
2510,370031,Member,是不是生日当天有福利？ ,4,2,tbzx5658763,是不是 生日 当天 有 福利 ？ ,-,0.0,0.0,1
2511,370032,Member,还是不行 ,2,1,dx1212,还是 不行 ,-,0.0,0.0,2
2513,370033,Member,申请五百送五百 ,2,1,wf777wf,申请 五百 送 五百 ,promotion/38APP彩金,39.4,2.0,2
2515,370034,Member,申请500送500 ,4,2,ycang169,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,1
2516,370035,Member,申请生日礼金 ,2,1,wuxiaoyan,申请 生日 礼金 ,promotion/38APP彩金,23.79,1.0,2
2518,370036,Member,申请生日礼金 ,2,1,wuxiaoyan,申请 生日 礼金 ,promotion/38APP彩金,23.79,1.0,2
2520,370037,Member,申请500送500 ,3,2,cyycy369,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,1
2521,370038,Member,是的 请问账户可以注销吗？ ,4,2,tbZYQ1991,是 的 请问 账户 可以 注销 吗 ？ ,account/想要申请注销账号,60.96,4.0,1
2522,370039,Member,微信怎么存款 ,2,1,zz110215,微信 怎么 存款 ,payment/deposit/wechat/微信转账存款,83.9,5.0,2
2524,370040,Member,验证手机  接受不到验证码 ,2,1,dong15689,验证 手机 接受 不到 验证 码 ,account/phone/无法收到乐天堂发出的手机验证码,28.88,1.0,2
2526,370041,Visitor,a5776405 申请 存500送250卷 ,2,1,打过飞,a5776405 申请 存 500 送 250 卷 ,-,0.0,0.0,2
2528,370042,Member,申请500送500 ,3,2,cyycy369,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,1
2529,370043,Member,生日礼金需要什么条件 ,4,2,tb19890614,生日 礼金 需要 什么 条件 ,-,0.0,0.0,1
2530,370044,Member,500送500 ,2,1,kun7667616,500 送 500 ,promotion/38APP彩金,31.53,1.0,2
2532,370045,Member,申请500送500 ,2,1,mmmmuin7,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,2
2534,370046,Member,申请500送500 ,3,2,cyycy369,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,1
2535,370047,Member,申请500送500 ,2,1,tfshengr77,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,2
2537,370048,Member,是的 ,4,2,ztb188988,是 的 ,-,0.0,0.0,1
2538,370049,Member,申请 500送250优惠卷   ,2,1,kmjsza146,申请 500 送 250 优惠 卷 ,-,0.0,0.0,2
2540,370050,Member,申请500送500 ,4,2,dxhuan147,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,1
2541,370051,Member,你好，请问红包优惠券，多少倍流水可以出款呢？ ,2,1,rwb888,你好 ， 请问 红包 优惠 券 ， 多少 倍 流水 可以 出款 呢 ？ ,-,0.0,0.0,2
2543,370052,Member,申请500送500 ,2,1,tfshengr77,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,2
2545,370053,Member,申请500送500 ,3,2,dxhuan147,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,1
2546,370054,Member,不是说开户送体验金吗？ ,2,1,j w j j x s 1314,不是 说 开户 送 体验 金 吗 ？ ,promotion/注册彩金,25.77,1.0,1
2547,370055,Visitor,殷国军转不进去钱  ,2,1,王刚,殷 国军 转 不 进去 钱 ,-,0.0,0.0,2
2549,370056,Member,我的PT客服端登录不上了 ,3,2,ma1981626,我 的 PT 客 服 端 登录 不 上 了 ,-,0.0,0.0,1
2550,370057,Member,申请 500+500 ,2,1,zzl333,申请 500+500 ,promotion/38APP彩金,26.91,1.0,2
2552,370058,Member,申请500送500 ,2,1,llhuan7859,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,2
2554,370059,Member,申请500送500 ,3,2,lljicai147,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,1
2555,370060,Visitor,Wang19902 ,3,1,王刚,Wang19902 ,-,0.0,0.0,2
2557,370061,Member,我开户没有体验金 ,2,1,j w j j x s 1314,我 开户 没有 体验 金 ,promotion/注册彩金,27.73,1.0,2
2559,370062,Member,是的 ,4,2,akyt6789,是 的 ,-,0.0,0.0,1
2560,370064,Member,请问  能不能退款 ,2,1,TBtbhy8848,请问 能 不能 退款 ,payment/没有到账,22.76,1.0,2
2562,370065,Member,申请500送500 ,4,2,wjlilij258,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,1
2563,370066,Member,我存的钱怎么没到 ,2,1,bao1heng,我 存 的 钱 怎么 没 到 ,payment/deposit/为何存款尚未到账,23.73,1.0,2
2565,370067,Visitor,6.21483E+15,2,1,王刚,6 . 21483E+15 ,-,0.0,0.0,2
2567,370068,Member,申请500送500 ,2,1,llhuan7859,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,1
2568,370069,Member,zg1982  申请1000+1000 ,2,1,z,zg1982 申请 1000+1000 ,promotion/38APP彩金,26.91,1.0,2
2570,370070,Member,我第一次注册为什么没有彩金送 ,2,1,q1872508,我 第一次 注册 为什么 没有 彩金 送 ,promotion/注册彩金,52.11,3.0,2
2572,370071,Member,领取体验金提示安全等级不够 是什么意思 ,2,1,wh6618,领取 体验 金 提示 安全 等级 不够 是 什么 意思 ,-,0.0,0.0,2
2574,370072,Member,申请500送500 ,2,1,kdshou789,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,2
2576,370073,Member,?能不能给我一点希望 ,2,1,TBw101525,? 能 不能 给 我 一点 希望 ,-,0.0,0.0,2
2578,370074,Member,pt的积分怎么兑换呢 ,2,1,zyzq77777,pt 的 积分 怎么 兑换 呢 ,-,0.0,0.0,1
2579,370075,Member,账户被锁  ,2,1,tbtblxy77744,账户 被 锁 ,account/用户名或密码无效？超过尝试限制,25.08,1.0,2
2581,370076,Member,我的账号被锁了 ,2,1,a47837753,我 的 账号 被 锁 了 ,account/用户名或密码无效？超过尝试限制,48.11,2.0,2
2583,370077,Visitor,6.21483E+15,2,1,王刚,6 . 21483E+15 ,-,0.0,0.0,2
2585,370078,Member,申请500送500 ,3,2,yyxaot258,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,1
2586,370079,Member,帮我解锁 ,2,1,a47837753,帮 我 解 锁 ,account/如何激活账户,38.71,2.0,2
2588,370080,Visitor,cba389   申请存500送500卷 ,2,1,打过飞,cba389 申请 存 500 送 500 卷 ,-,0.0,0.0,2
2590,370081,Member,申请500送500 ,2,1,sxbo369,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,2
2592,370082,Member,微信存款转账到什么账号 ,2,1,zz110215,微信 存款 转账 到 什么 账号 ,payment/deposit/wechat/微信转账存款,50.97,3.0,2
2594,370083,Member,你好，ipai没有客户端吗？ ,2,1,luohao188,你好 ， ipai 没有 客户端 吗 ？ ,portal/app/乐天堂手机版APP下载步骤,26.1,1.0,2
2596,370084,Member,bt正式玩  为什么玩不了   他要说需要重新登录 ,2,1,zhaxi520,bt 正式 玩 为什么 玩 不了 他 要说 需要 重新 登录 ,-,0.0,0.0,2
2598,370085,Member,申请500送500 ,3,2,hweoeng369,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,1
2599,370086,Member,申请500送500 ,2,1,yuzh44561,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,2
2601,370087,Member,沙巴体育有app吗 ,2,1,a308307012,沙巴 体育 有 app 吗 ,portal/app/乐天堂的桌面/手机下载版,30.16,1.0,2
2603,370088,Member,怎么不能玩游戏呀。老是登录失败 ,2,1,wp68477,怎么 不能 玩 游戏 呀 。 老 是 登录 失败 ,-,0.0,0.0,2
2605,370089,Member,申请500送500 ,4,2,llyuyl25,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,1
2606,370090,Visitor,还是转不进去 访客传送了一个文件：CF4E9B61-A3EB-4684-86D9-ECA1A30148EB.png ,2,1,王刚,还是 转 不 进去 访客 传送 了 一个 文件 ：CF4E9B61-A3EB-4684-86D9-ECA1A30148EB . png ,-,0.0,0.0,2
2608,370091,Member,积分在哪里看 ,4,2,zxx320691,积分 在 哪里 看 ,bet/查询投注记录,21.52,1.0,1
2609,370092,Visitor,可以点卡充值吗？ ,2,1,的,可以 点卡充值 吗 ？ ,-,0.0,0.0,1
2610,370093,Visitor,cba389存500送500的卷怎么还不发 ,2,1,打过飞,cba389 存 500 送 500 的 卷 怎么 还 不 发 ,-,0.0,0.0,2
2612,370094,Member,我有一封站内信怎么看不到 ,2,1,tb0608fa,我 有 一封 站 内 信 怎么 看不到 ,-,0.0,0.0,2
2614,370095,Member,申请500送500 ,2,1,lizhang77,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,2
2616,370096,Member,申请五百送五百 ,3,2,n3365ds,申请 五百 送 五百 ,promotion/38APP彩金,39.4,2.0,1
2617,370097,Member,我要找回一个账号，注册邮箱是834753021@qq.com姓名.郭建电话号码18181550161 ,2,1,lh1972,我 要 找回 一个 账号 ， 注册 邮箱 是 834753021@qq . com 姓名 . 郭建 电话号码 18181550161 ,-,0.0,0.0,2
2619,370098,Member,申请500送500 ,3,2,zzhuan259,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,1
2620,370099,Member,你好亲，更改名字都3，4天了怎么还没有成功，怎么搞的 ,2,1,tbwxmgxfc,你好 亲 ， 更改 名字 都 3 ， 4 天 了 怎么 还 没有 成功 ， 怎么 搞 的 ,-,0.0,0.0,2
2622,370100,Member,vip在哪里查看 客服 贝克汉姆 传送了一个文件：cfe91c9612b244fa9b34a0c3a35fe33e.png ,2,1,zxx320691,vip 在 哪里 查看 客 服 贝克汉姆 传送 了 一个 文件 ：cfe91c9612b244fa9b34a0c3a35fe33e . png ,-,0.0,0.0,2
2624,370101,Member,申请500送500 ,3,2,zzhuan259,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,1
2625,370102,Member,申请500送250 ,2,1,bo99b9,申请 500 送 250 ,promotion/38APP彩金,39.4,2.0,2
2627,370103,Member,怎么大额充值？ ,2,1,op112233,怎么 大额 充值 ？ ,payment/deposit/在线支付宝/京东支付/在线支付/银联支付无法充值,32.44,1.0,2
2629,370104,Member,申请500送500 ,2,1,baohua345,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,2
2631,370105,Member,申请500送500 ,3,2,yyuanyd369,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,1
2632,370106,Member,微信转账显示已经到账了 ,2,1,zz110215,微信 转账 显示 已经 到 账 了 ,payment/deposit/wechat/微信转账存款,44.77,2.0,2
2634,370107,Member,申请500送500 ,3,2,yyuanyd369,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,1
2635,370108,Member,问题没有解决，怎么就关闭聊天窗口 ,2,1,tbwxmgxfc,问题 没有 解决 ， 怎么 就 关闭 聊天 窗口 ,-,0.0,0.0,2
2637,370109,Member,怎么我用另外一个账号gj710503登录说账号不存在呢 ,2,1,lh1972,怎么 我 用 另外 一个 账号 gj710503 登录 说 账号 不 存在 呢 ,-,0.0,0.0,2
2639,370110,Member,申请500送500 ,4,2,yyuanyd369,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,1
2640,370111,Member,现在pt平台进不去游戏吗 ,2,1,a880619,现在 pt 平台 进 不 去 游戏 吗 ,common/无法登入乐天堂页面/体育页面/真人页面/游戏页面,21.88,1.0,2
2642,370112,Member,申请500送500 ,2,1,liang6697,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,2
2644,370113,Member,bo99b9 申请500送250 ,2,1,bo99b9,bo99b9 申请 500 送 250 ,promotion/38APP彩金,39.4,2.0,1
2645,370114,Member,申请500送500 ,3,2,wdonglai25,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,1
2646,370115,Member,怎么我用gj710503这账号不能登无 ,2,1,lh1972,怎么 我 用 gj710503 这 账号 不能 登 无 ,-,0.0,0.0,2
2648,370116,Member,怎么进不了游戏 ,2,1,bao0heng,怎么 进 不了 游戏 ,payment/withdrawal/无法登入提款页面,20.77,1.0,2
2650,370117,Member,亲   退款好了没有 ,2,1,TBtbhy8848,亲 退款 好 了 没有 ,-,0.0,0.0,2
2652,370119,Member,你好  申请五百送五百 ,2,1,iui443,你好 申请 五百 送 五百 ,promotion/38APP彩金,36.08,2.0,2
2654,370120,Member,申请500送500 ,2,1,fengli369,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,2
2656,370121,Member,合计50万充值了 ,2,1,op112233,合计 50 万 充值 了 ,-,0.0,0.0,2
2658,370122,Member,收到邮件来领取彩金 ,2,1,232,收到 邮件 来 领取 彩金 ,account/email/没有收到乐天堂发出的邮件,26.37,1.0,2
2660,370123,Member,申请500送500 ,2,1,shiff1245,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,2
2662,370124,Member,申请500送500 ,3,2,mxju369,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,1
2663,370125,Member,h36wer3  ,2,1,h36wer3,h36wer3 ,-,0.0,0.0,2
2665,370126,Member,申请500送500 访客已离开聊天。 聊天结束。 (21:51:39) ,3,2,mxju369,申请 500 送 500 访客 已 离开 聊天 。 聊天 结束 。 (21:51:39) ,-,0.0,0.0,1
2666,370127,Visitor,收到短信特邀领取彩金 ,2,1,哦家,收到 短信 特邀 领取 彩金 ,promotion/38APP彩金,30.06,1.0,2
2668,370129,Member,申请500送500 ,3,2,mxju369,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,1
2669,370130,Member,账号：ty0811 ,2,1,wlg520,账号 ：ty0811 ,account/无法登陆乐天堂账号,20.6,1.0,2
2671,370131,Member,申请500送500 ,3,2,sllha159,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,1
2672,370132,Member,DT游戏怎么都进不去 ,2,1,bzg888,dt 游戏 怎么 都 进 不 去 ,portal/乐天堂备用网址,27.26,1.0,2
2674,370133,Member,申请存款500送500 ,2,1,hrth321,申请 存款 500 送 500 ,promotion/38APP彩金,34.59,1.0,2
2676,370134,Member,我怎么玩不起游戏 ,2,1,bao0heng,我 怎么 玩 不 起 游戏 ,-,0.0,0.0,2
2678,370135,Member,申请500送500 ,3,2,sllha159,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,1
2679,370136,Member,一直坑平台 ,2,1,Tbbt7788,一直 坑 平台 ,bet/sportsbook/乐天堂体育平台常问的体育游戏规则,20.71,1.0,2
2681,370137,Member,存款怎么还没到账 ,2,1,338338qq,存款 怎么 还 没 到 账 ,payment/deposit/为何存款尚未到账,76.87,5.0,2
2683,370138,Member,兑换积分 ,4,2,tbxd1234,兑换 积分 ,-,0.0,0.0,1
2684,370139,Member,我想下载客户端为啥下载无反应 ,2,1,zcq9999,我 想 下载 客户端 为啥 下载 无 反应 ,portal/app/乐天堂手机版APP下载步骤,23.95,1.0,2
2686,370140,Member,申请500送500 ,3,2,wjus258,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,1
2687,370141,Member,1562130有这个账号吗 ,2,1,1562130,1562130 有 这个 账号 吗 ,-,0.0,0.0,2
2689,370142,Visitor,我原来通宝注册了1个账号2015年注册的，存款有2万多，提款有1万多，有1年多，没有来完了 ,2,1,田华,我 原来 通宝 注册 了 1 个 账号 2015 年 注册 的 ， 存款 有 2 万多 ， 提款 有 1 万多 ， 有 1 年 多 ， 没有 来 完 了 ,-,0.0,0.0,2
2691,370144,Member,申请500送500 ,2,1,shiff1245,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,2
2693,370145,Member,是。 ,3,1,sj4567,是 。 ,-,0.0,0.0,2
2695,370146,Member,gerg76  申请500送500优惠 ,2,1,gerg76,gerg76 申请 500 送 500 优惠 ,promotion/优惠事宜,35.46,2.0,2
2697,370147,Visitor,找回账号 ,2,1,找回账号,找回 账号 ,-,0.0,0.0,2
2699,370148,Member,时来运转是不是可以考虑下我 ,2,1,TBydw147258,时来运转 是不是 可以 考虑 下 我 ,-,0.0,0.0,2
2701,370149,Member,申请500送500 ,2,1,shiff1245,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,2
2703,370150,Member,你好，我的存款怎么还没到账 ,2,1,ysh1123,你好 ， 我 的 存款 怎么 还 没 到 账 ,payment/deposit/为何存款尚未到账,75.6,5.0,2
2705,370151,Member,发个dt的app下载链接  ,2,1,sun988,发 个 dt 的 app 下载 链接 ,portal/app/乐天堂手机版APP下载步骤,38.7,2.0,2
2707,370152,Member,jrje62w 申请500送500 ,2,1,jrje62w,jrje62w 申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,2
2709,370153,Member,恭喜您获得“七”星高照 添好运！优惠券已发放到您的站内信哦~优惠券将在3天后失效~请您尽快到优惠券专区进行使用哦 ,2,1,tb1982xu,恭喜 您 获得 “ 七 ” 星 高照 添 好运 ！ 优惠 券 已 发放 到 您 的 站 内 信 哦 ~ 优惠 券 将 在 3 天 后 失效 ~ 请 您 尽快 到 优惠 券 专区 进行 使用 哦 ,-,0.0,0.0,2
2711,370154,Member,你好  账号zjxaw99 ,2,1,zjxaw99,你好 账号 zjxaw99 ,account/无法登陆乐天堂账号,21.31,1.0,2
2713,370155,Member,客服，我的账号登陆进去就显示有新的站内信，但是进入站内信，什么都没有，这是什么情况？ 访客传送了一个文件：383F7069-421E-4A98-804E-659611C3D216.jpeg ,2,1,zh520laty ,客 服 ， 我 的 账号 登陆 进去 就 显示 有 新 的 站 内 信 ， 但是 进入 站 内 信 ， 什么 都 没有 ， 这 是 什么 情况 ？ 访客 传送 了 一个 文件 ：383F7069-421E-4A98-804E-659611C3D216 . jpeg ,-,0.0,0.0,2
2715,370156,Member,帮我申请一下夏日炎炎乐悠悠的存送券 ,2,1,olpshuaiqi,帮 我 申请 一下 夏日 炎炎 乐 悠悠的 存 送 券 ,promotion/38APP彩金,22.15,1.0,2
2717,370157,Member,我的手机号这么提示已经注册过了 ,2,1,xxj65960,我 的 手机号 这么 提示 已经 注册 过 了 ,-,0.0,0.0,2
2719,370158,Member,请问上月晋级怎么没到？ ,2,1,chf8334692,请问 上月 晋级 怎么 没 到 ？ ,-,0.0,0.0,2
2721,370159,Member,我的存款怎么还没到 ,4,2,zi091253,我 的 存款 怎么 还 没 到 ,payment/deposit/为何存款尚未到账,71.01,5.0,1
2722,370160,Visitor,我`的积分在那里 ,2,1,胡树均,我 ` 的 积分 在 那里 ,-,0.0,0.0,2
2724,370161,Member,sf8xz2  ,2,1,sf8xz2,sf8xz2 ,-,0.0,0.0,2
2726,370162,Member,帮我看下刚才的存款 ,2,1,gao710,帮 我 看 下 刚才 的 存款 ,-,0.0,0.0,2
2728,370163,Visitor,手机app怎么下 ,2,1,田华,手机 app 怎么 下 ,portal/app/乐天堂手机版APP下载步骤,35.62,2.0,2
2730,370164,Member,嗨 ,3,2,zzz226688,嗨 ,-,0.0,0.0,1
2731,370165,Member,我说你们平台再给我玩那套把戏我以后坚决不再来玩 ,2,1,nctangyu12,我 说 你们 平台 再 给 我 玩 那 套 把戏 我 以后 坚决 不再 来 玩 ,-,0.0,0.0,2
2733,370166,Visitor,我拿微信试充值，没到账，因为我没写小数点后面的。。 ,2,1,周颖,我 拿 微信 试 充值 ， 没 到 账 ， 因为 我 没 写 小数点 后面 的 。。 ,-,0.0,0.0,2
2735,370167,Member,zg15888   申请1000+1000 ,2,1,z,zg15888 申请 1000+1000 ,promotion/38APP彩金,26.91,1.0,1
2736,370168,Member,邮箱不就不是QQ号吗 ,2,1,xxj65960,邮箱 不 就 不是 QQ 号 吗 ,-,0.0,0.0,2
2738,370169,Member,为什么我登录不上PT游戏 ,2,1,he5243,为什么 我 登录 不 上 pt 游戏 ,portal/app/乐天堂PT APP 桌面/安卓下载版,28.5,1.0,2
2740,370170,Member,怎么进入不了游戏呢 ,2,1,yjh9571,怎么 进入 不了 游戏 呢 ,-,0.0,0.0,2
2742,370171,Member,登陆怎么老是进不了你们的网址，总是进什么威泥期的什么网站！  ,2,1,GF8899,登陆 怎么 老 是 进 不了 你们 的 网址 ， 总是 进 什么 威 泥 期 的 什么 网站 ！ ,portal/乐天堂备用网址,23.24,1.0,2
2744,370172,Member,给我申请一下夏日炎炎乐悠悠的存送券 ,2,1,wangjy1989,给 我 申请 一下 夏日 炎炎 乐 悠悠的 存 送 券 ,promotion/38APP彩金,22.17,1.0,2
2746,370173,Member,充值成功了为撒主账户一直显示不了余额呢？ ,2,1,tbyangxin531,充值 成功 了 为 撒 主账户 一直 显示 不了 余额 呢 ？ ,fundtransfer/如何进行转账,25.02,1.0,2
2748,370174,Member,转款界面更新有MG存款优惠，转款上限2000，还有下限吗 ,2,1,tblky4022,转 款 界面 更新 有 MG 存款 优惠 ， 转 款 上限 2000 ， 还有 下限 吗 ,-,0.0,0.0,2
2750,370175,Member,我的手机号这么就注册过了啊 ,2,1,123456,我 的 手机号 这么 就 注册 过 了 啊 ,-,0.0,0.0,2
2752,370176,Member,什么情况 ,3,1,he5243,什么 情况 ,payment/deposit/存款申请状态,33.04,1.0,2
2754,370177,Member,如果不选优惠，直接存款1000，提款流水要多少 ,2,1,tblky4022,如果 不 选 优惠 ， 直接 存款 1000 ， 提款 流水 要 多少 ,promotion/查询流水,20.88,1.0,2
2756,370178,Visitor,添加了客服存款100送200优惠，此300是否可以任何老虎平台游戏 ,2,1,田华,添加 了 客 服 存款 100 送 200 优惠 ， 此 300 是否 可以 任何 老虎 平台 游戏 ,-,0.0,0.0,2
2758,370179,Member,我的存送券怎么还没派发  ,2,1,wangjy1989,我 的 存 送 券 怎么 还 没 派发 ,-,0.0,0.0,2
2760,370180,Member,普级礼金怎么领 ,2,1,ocy138832,普 级 礼金 怎么 领 ,-,0.0,0.0,2
2762,370182,Member,代理客服吗 ,2,1,wjy198768,代理 客 服 吗 ,-,0.0,0.0,2
2764,370183,Member,请问我的账户:hcsyjp ,4,2,hcsyjp,请问 我 的 账户 :hcsyjp ,-,0.0,0.0,1
2765,370184,Member,怎么我沙巴单场只能下5万？ ,2,1,op112233,怎么 我 沙巴 单 场 只能 下 5 万 ？ ,-,0.0,0.0,2
2767,370185,Member,提示选择优惠无法更改，是只限于本次转款吧？ ,2,1,tblky4022,提示 选择 优惠 无法 更改 ， 是 只限 于 本次 转 款 吧 ？ ,-,0.0,0.0,2
2769,370186,Member,我提款失败  钱没了呢 ,2,1,guige123,我 提款 失败 钱 没 了 呢 ,payment/withdrawal/提款申请失败,39.49,2.0,2
2771,370188,Member,给我申请一下夏日炎炎乐悠悠 2000送2000、1000送1000、500送500、25倍投注流水 ,2,1,guolu886,给 我 申请 一下 夏日 炎炎 乐 悠悠 2000 送 2000、1000 送 1000、500 送 500、25 倍 投注 流水 ,promotion/38APP彩金,20.98,1.0,2
2773,370189,Member,点卡现在充值不了吧 ,2,1,qbb568,点 卡 现在 充值 不了 吧 ,payment/deposit/在线支付宝/京东支付/在线支付/银联支付无法充值,20.92,1.0,2
2775,370190,Member,为什么不能进行游戏？提示登录失败，  ,2,1,b140823,为什么 不能 进行 游戏 ？ 提示 登录 失败 ， ,-,0.0,0.0,2
2777,370191,Member,钱到了 ,2,1,zxcv2121,钱 到 了 ,-,0.0,0.0,2
2779,370193,Member,申请500送250优惠 ,4,2,xisc123,申请 500 送 250 优惠 ,promotion/优惠事宜,35.46,2.0,1
2780,370194,Member,转到张旭130 ,2,1,a17761,转 到 张旭 130 ,fundtransfer/如何进行转账,29.85,1.0,2
2782,370195,Member,存钱怎么还没到账 ,2,1,338338qq,存款 怎么 还 没 到 账 ,payment/deposit/为何存款尚未到账,76.87,5.0,2
2784,370196,Member,点卡可以充值吗 ,4,2,daqi8899,点 卡 可以 充值 吗 ,payment/deposit/cashcard/乐天堂卡存款无法使用,22.26,1.0,1
2785,370197,Member,你好请问去哪查看积分？？？ ,2,1,zlj0619,你好 请问 去 哪 查看 积分 ？ ？ ？ ,-,0.0,0.0,1
2786,370198,Member,liu258feng ,2,1,liu258feng,liu258feng ,-,0.0,0.0,2
2788,370199,Member,DT怎么玩不了  ,2,1,nanah,DT 怎么 玩 不了 ,-,0.0,0.0,2
2790,370200,Member,是 ,4,2,gaohw321,是 ,-,0.0,0.0,1
2791,370201,Member,是的 ,4,2,zhangyc222,是 的 ,-,0.0,0.0,1
2792,370202,Member,我绑定的邮箱是478377531@qq.com ,2,1,a47837753,我 绑定 的 邮箱 是 478377531@qq . com ,-,0.0,0.0,2
