IntentIndex,Category,Intent,Intent ID,Brand,Lang,TextLength,Text,TextSegmented
3,bet/lottery,ผลหวย,bet/lottery/ผลหวย,fun88,th,15,ดูผลหวยให้หน่อย,ดู ผล หวย ให้ หน่อย 
4,bet/lottery,ผลหวย,bet/lottery/ผลหวย,fun88,th,19,เลขที่ออกคือเลขอะไร,เลข ที่ ออก คือ เลข อะไร 
5,bet/lottery,ผลหวย,bet/lottery/ผลหวย,fun88,th,24,ผลหวยที่แทงไปดูที่ไหนได้,ผล หวย ที่ แทง ไป ดู ที่ ไหน ได้ 
6,bet/lottery,ผลหวย,bet/lottery/ผลหวย,fun88,th,31,ตรวจรางวัลเข้าไปดูที่ไหนได้บ้าง,ตรวจ รางวัล เข้า ไป ดู ที่ ไหน ได้ บ้าง 
7,bet/lottery,ผลหวย,bet/lottery/ผลหวย,fun88,th,19,ขอลิงค์ดูผลหวยหน่อย,ขอ ลิงค์ ดู ผล หวย หน่อย 
8,bet/lottery,ผลหวย,bet/lottery/ผลหวย,fun88,th,24,มีลิ๊งดูผลหวยไหม ขอหน่อย,มี ลิ๊ง ดู ผล หวย ไหม ขอ หน่อย 
1,bet/lottery,วิธีการเดิมพันหวย,bet/lottery/วิธีการเดิมพันหวย,fun88,th,17,จะแทงหวยเข้ายังไง,จะ แทง หวย เข้า ยังไง 
2,bet/lottery,วิธีการเดิมพันหวย,bet/lottery/วิธีการเดิมพันหวย,fun88,th,32,ต้องการเดิมพันหวยค่ะ ทำอย่างไรคะ,ต้องการ เดิม พัน หวย ค่ะ ทำ อย่าง ไร ค่ะ 
3,bet/lottery,วิธีการเดิมพันหวย,bet/lottery/วิธีการเดิมพันหวย,fun88,th,24,อยากเล่นหวยค่ะเข้าตรงไหน,อยาก เล่น หวย ค่ะ เข้า ตรง ไหน 
4,bet/lottery,วิธีการเดิมพันหวย,bet/lottery/วิธีการเดิมพันหวย,fun88,th,24,ขอวิธีเดิมพันหวยหน่อยค่ะ,ขอ วิธี เดิม พัน หวย หน่อย ค่ะ 
5,bet/lottery,วิธีการเดิมพันหวย,bet/lottery/วิธีการเดิมพันหวย,fun88,th,23,เข้าหน้าหวยแล้วยังไงต่อ,เข้า หน้า หวย แล้ว ยังไง ต่อ 
6,bet/lottery,วิธีการเดิมพันหวย,bet/lottery/วิธีการเดิมพันหวย,fun88,th,11,แทงหวยยังไง,แทง หวย ยังไง 
7,bet/lottery,วิธีการเดิมพันหวย,bet/lottery/วิธีการเดิมพันหวย,fun88,th,24,เล่นหวยผ่านมือถือได้ป่าว,เล่น หวย ผ่าน มือถือ ได้ ป่าว 
8,bet/lottery,วิธีการเดิมพันหวย,bet/lottery/วิธีการเดิมพันหวย,fun88,th,39,เล่นหวย เข้าตรงไหนคับ เข้าผ่านมือถือคับ,เล่น หวย เข้า ตรง ไหน ครับ เข้า ผ่าน มือถือ ครับ 
9,bet/lottery,วิธีการเดิมพันหวย,bet/lottery/วิธีการเดิมพันหวย,fun88,th,24,เล่นหวยหน่อยค่ะ กดตรงไหน,เล่น หวย หน่อย ค่ะ กด ตรง ไหน 
10,bet/lottery,วิธีการเดิมพันหวย,bet/lottery/วิธีการเดิมพันหวย,fun88,th,21,เข้าไปเดิมพันหวยยังไง,เข้า ไป เดิม พัน หวย ยังไง 
11,bet/lottery,วิธีการเดิมพันหวย,bet/lottery/วิธีการเดิมพันหวย,fun88,th,23,กด ลงทะเบียนเลขหวยยังไง,กด ลง ทะเบียน เลข หวย ยังไง 
12,bet/lottery,วิธีการเดิมพันหวย,bet/lottery/วิธีการเดิมพันหวย,fun88,th,28,บอกวิธีเข้าไปหน้าหวยหน่อยจ้ะ,บอก วิธี เข้า ไป หน้า หวย หน่อย จ้ะ 
1,bet/lottery,เปิดให้เดิมพันหวยเมื่อไหร่,bet/lottery/เปิดให้เดิมพันหวยเมื่อไหร่,fun88,th,15,แทงหวยได้ตอนไหน,แทง หวย ได้ ตอน ไหน 
2,bet/lottery,เปิดให้เดิมพันหวยเมื่อไหร่,bet/lottery/เปิดให้เดิมพันหวยเมื่อไหร่,fun88,th,22,เมื่อไรจะเปิดให้แทงหวย,เมื่อ ไร จะ เปิด ให้ แทง หวย 
3,bet/lottery,เปิดให้เดิมพันหวยเมื่อไหร่,bet/lottery/เปิดให้เดิมพันหวยเมื่อไหร่,fun88,th,26,เมื่อไรจะเปิดให้เดิมพันหวย,เมื่อ ไร จะ เปิด ให้ เดิม พัน หวย 
4,bet/lottery,เปิดให้เดิมพันหวยเมื่อไหร่,bet/lottery/เปิดให้เดิมพันหวยเมื่อไหร่,fun88,th,25,เปิดให้เดิมพันตอนกี่โมงคะ,เปิด ให้ เดิม พัน ตอน กี่ โมง ค่ะ 
5,bet/lottery,เปิดให้เดิมพันหวยเมื่อไหร่,bet/lottery/เปิดให้เดิมพันหวยเมื่อไหร่,fun88,th,21,หวยมีกำหนดวันขายไหมคะ,หวย มี กำหนด วัน ขาย ไหม ค่ะ 
6,bet/lottery,เปิดให้เดิมพันหวยเมื่อไหร่,bet/lottery/เปิดให้เดิมพันหวยเมื่อไหร่,fun88,th,23,เริ่มขายตั้งแต่กี่โมงคะ,เริ่ม ขาย ตั้ง แต่ กี่ โมง ค่ะ 
7,bet/lottery,เปิดให้เดิมพันหวยเมื่อไหร่,bet/lottery/เปิดให้เดิมพันหวยเมื่อไหร่,fun88,th,37,เริ่มให้แทงได้ตั้งแต่กี่วันก่อนหวยออก,เริ่ม ให้ แทง ได้ ตั้ง แต่ กี่ วัน ก่อน หวย ออก 
8,bet/lottery,เปิดให้เดิมพันหวยเมื่อไหร่,bet/lottery/เปิดให้เดิมพันหวยเมื่อไหร่,fun88,th,24,เปิดให้เดิมพันหวยเมื่อไร,เปิด ให้ เดิม พัน หวย เมื่อ ไร 
9,bet/lottery,เปิดให้เดิมพันหวยเมื่อไหร่,bet/lottery/เปิดให้เดิมพันหวยเมื่อไหร่,fun88,th,32,ก่อนหวยออกกี่วันถึงเปิดให้แทงได้,ก่อน หวย ออก กี่ วัน ถึง เปิด ให้ แทง ได้ 
10,bet/lottery,เปิดให้เดิมพันหวยเมื่อไหร่,bet/lottery/เปิดให้เดิมพันหวยเมื่อไหร่,fun88,th,8,จะแทงหวน,จะ แทง หวน 
1,bet/slot,บัญชีเกมส์ยอดเงินไม่ถูกต้อง,bet/slot/บัญชีเกมส์ยอดเงินไม่ถูกต้อง,fun88,th,37,ทำไมเข้าเล่นแล้วกดวางเดิมพันไม่ได้อ่ะ,ทำไม เข้า เล่น แล้ว กด วาง เดิม พัน ไม่ ได้ อ่ะ
2,bet/slot,บัญชีเกมส์ยอดเงินไม่ถูกต้อง,bet/slot/บัญชีเกมส์ยอดเงินไม่ถูกต้อง,fun88,th,18,กดวางเดิมพันไม่ได้,กด วาง เดิม พัน ไม่ ได้ 
3,bet/slot,บัญชีเกมส์ยอดเงินไม่ถูกต้อง,bet/slot/บัญชีเกมส์ยอดเงินไม่ถูกต้อง,fun88,th,22,ทำไมผมเล่นเกมไม่ได้คับ,ทำไม ผม เล่น เกม ไม่ ได้ ครับ 
4,bet/slot,บัญชีเกมส์ยอดเงินไม่ถูกต้อง,bet/slot/บัญชีเกมส์ยอดเงินไม่ถูกต้อง,fun88,th,42,ต้องย้ายเงินเข้ามาที่บัญชีนี้ก่อนใช่ไหมพี่,ต้อง ย้าย เงิน เข้า มา ที่ บัญชี นี้ ก่อน ใช่ ไหม พี่ 
1,bet/slot,เกมส์สล็อตปรับบิลการเดิมพันมีปัญหา,bet/slot/เกมส์สล็อตปรับบิลการเดิมพันมีปัญหา,fun88,th,36,รายการมันค้างแล้วเงินผมจะปรับไหมครับ,ราย การ มัน ค้าง แล้ว เงิน ผม จะ ปรับ ไหม ครับ 
2,bet/slot,เกมส์สล็อตปรับบิลการเดิมพันมีปัญหา,bet/slot/เกมส์สล็อตปรับบิลการเดิมพันมีปัญหา,fun88,th,34,เกมที่ผมเล่นไป จะปรับเงินให้ไหมคับ,เกม ที่ ผม เล่น ไป จะ ปรับ เงิน ให้ ไหม ครับ 
3,bet/slot,เกมส์สล็อตปรับบิลการเดิมพันมีปัญหา,bet/slot/เกมส์สล็อตปรับบิลการเดิมพันมีปัญหา,fun88,th,29,ปรับเงินเข้าบัญชีเกมเลยไหมคับ,ปรับ เงิน เข้า บัญชี เกม เลย ไหม ครับ 
4,bet/slot,เกมส์สล็อตปรับบิลการเดิมพันมีปัญหา,bet/slot/เกมส์สล็อตปรับบิลการเดิมพันมีปัญหา,fun88,th,34,หมุนแล้วไม่หยุดตามที่ผมกด ทำไงครับ,หมุน แล้ว ไม่ หยุด ตาม ที่ ผม กด ทำ ไง ครับ 
5,bet/slot,เกมส์สล็อตปรับบิลการเดิมพันมีปัญหา,bet/slot/เกมส์สล็อตปรับบิลการเดิมพันมีปัญหา,fun88,th,35,หมุนสล็อตแต่มันเหมือนมีปัญหาทำไงคับ,หมุน สล็อต แต่ มัน เหมือน มี ปัญหา ทำ ไง ครับ 
6,bet/slot,เกมส์สล็อตปรับบิลการเดิมพันมีปัญหา,bet/slot/เกมส์สล็อตปรับบิลการเดิมพันมีปัญหา,fun88,th,35,ผมไม่ได้หมุน แต่มันกินเงินไปทำไงคับ,ผม ไม่ ได้ หมุน แต่ มัน กิน เงิน ไป ทำ ไง ครับ 
7,bet/slot,เกมส์สล็อตปรับบิลการเดิมพันมีปัญหา,bet/slot/เกมส์สล็อตปรับบิลการเดิมพันมีปัญหา,fun88,th,56,เว็บมีปัญหาหรือเปล่าคะ สล็อตทำไมหมุนได้แต่ไม่ปรับเงินให้,เว็บ มี ปัญหา หรือ เปล่า ค่ะ สล็อต ทำไม หมุน ได้ แต่ ไม่ ปรับ เงิน ให้ 
8,bet/slot,เกมส์สล็อตปรับบิลการเดิมพันมีปัญหา,bet/slot/เกมส์สล็อตปรับบิลการเดิมพันมีปัญหา,fun88,th,38,ตาเมื่อกี้ได้เงิน แต่ไม่ปรับเข้าให้อ่ะ,ตา เมื่อ กี้ ได้ เงิน แต่ ไม่ ปรับ เข้า ให้ อ่ะ
1,bet/slot,เกมส์สล็อตปรับบิลการเดิมพันแล้วแต่ไม่ได้รับเงิน,bet/slot/เกมส์สล็อตปรับบิลการเดิมพันแล้วแต่ไม่ได้รับเงิน,fun88,th,49,รายการที่ปรับให้แล้ว แต่เงินไม่เห็นเข้ามาที่ผมเลย,ราย การ ที่ ปรับ ให้ แล้ว แต่ เงิน ไม่ เห็น เข้า มา ที่ ผม เลย 
2,bet/slot,เกมส์สล็อตปรับบิลการเดิมพันแล้วแต่ไม่ได้รับเงิน,bet/slot/เกมส์สล็อตปรับบิลการเดิมพันแล้วแต่ไม่ได้รับเงิน,fun88,th,36,สล็อตตาที่ผมได้ ไหนเงินที่ปรับให้อ่ะ,สล็อต ตา ที่ ผม ได้ ไหน เงิน ที่ ปรับ ให้ อ่ะ
3,bet/slot,เกมส์สล็อตปรับบิลการเดิมพันแล้วแต่ไม่ได้รับเงิน,bet/slot/เกมส์สล็อตปรับบิลการเดิมพันแล้วแต่ไม่ได้รับเงิน,fun88,th,34,ยอดเงินที่ได้จากสล็อต อยู่ตรงไหนคะ,ยอด เงิน ที่ ได้ จาก สล็อต อยู่ ตรง ไหน ค่ะ 
4,bet/slot,เกมส์สล็อตปรับบิลการเดิมพันแล้วแต่ไม่ได้รับเงิน,bet/slot/เกมส์สล็อตปรับบิลการเดิมพันแล้วแต่ไม่ได้รับเงิน,fun88,th,28,ไม่เห็นมียอดเงินที่คุณบอกเลย,ไม่ เห็น มี ยอด เงิน ที่ คุณ บอก เลย 
5,bet/slot,เกมส์สล็อตปรับบิลการเดิมพันแล้วแต่ไม่ได้รับเงิน,bet/slot/เกมส์สล็อตปรับบิลการเดิมพันแล้วแต่ไม่ได้รับเงิน,fun88,th,18,เงินที่ชนะ อยู่ไหน,เงิน ที่ ชนะ อยู่ ไหน 
6,bet/slot,เกมส์สล็อตปรับบิลการเดิมพันแล้วแต่ไม่ได้รับเงิน,bet/slot/เกมส์สล็อตปรับบิลการเดิมพันแล้วแต่ไม่ได้รับเงิน,fun88,th,26,ยอกเงินที่ผมชนะ ไม่เห็นเลย,ยอก เงิน ที่ ผม ชนะ ไม่ เห็น เลย 
7,bet/slot,เกมส์สล็อตปรับบิลการเดิมพันแล้วแต่ไม่ได้รับเงิน,bet/slot/เกมส์สล็อตปรับบิลการเดิมพันแล้วแต่ไม่ได้รับเงิน,fun88,th,18,เงินหายสล็อตหายคับ,เงิน หาย สล็อต หาย ครับ 
1,bet/slot,เข้าเกมส์สล็อตไม่ได้ มีเกมส์เล่นค้าง,bet/slot/เข้าเกมส์สล็อตไม่ได้ มีเกมส์เล่นค้าง,fun88,th,20,เล่นเกมอื่นไม่ได้อ่ะ,เล่น เกม อื่น ไม่ ได้ อ่ะ
2,bet/slot,เข้าเกมส์สล็อตไม่ได้ มีเกมส์เล่นค้าง,bet/slot/เข้าเกมส์สล็อตไม่ได้ มีเกมส์เล่นค้าง,fun88,th,36,เข้าเล่นอีกเกมไม่ได้มันเด้งป้อบอัพมา,เข้า เล่น อีก เกม ไม่ ได้ มัน เด้ง ป้อ บอัพ มา 
3,bet/slot,เข้าเกมส์สล็อตไม่ได้ มีเกมส์เล่นค้าง,bet/slot/เข้าเกมส์สล็อตไม่ได้ มีเกมส์เล่นค้าง,fun88,th,28,ทำไมเข้าเล่นเกมอื่นไม่ได้เลย,ทำไม เข้า เล่น เกม อื่น ไม่ ได้ เลย 
1,bet/slot/pt,บัญชี IM คาสิโน,bet/slot/pt/บัญชี IM คาสิโน,fun88,th,47,เข้าใช้งานที่ไอเอ็มคาสิโนต้องมีรหัสผ่านอีกหรอคะ,เข้า ใช้ งาน ที่ ไอ เอ็ม คาสิโน ต้อง มี รหัส ผ่าน อีก หรอ ค่ะ 
2,bet/slot/pt,บัญชี IM คาสิโน,bet/slot/pt/บัญชี IM คาสิโน,fun88,th,47,บัญชีไอเอ็มใช้รหัสผ่านเดียวกันกับตอนสมัครได้ไหม,บัญชี ไอ เอ็ม ใช้ รหัส ผ่าน เดียว กัน กับ ตอน สมัคร ได้ ไหม 
3,bet/slot/pt,บัญชี IM คาสิโน,bet/slot/pt/บัญชี IM คาสิโน,fun88,th,40,บันชี imต้องตั้งค่ารหัสผ่านใหม่อีกไหมคับ,บันชี im ต้อง ตั้ง ค่า รหัส ผ่าน ใหม่ อีก ไหม ครับ 
4,bet/slot/pt,บัญชี IM คาสิโน,bet/slot/pt/บัญชี IM คาสิโน,fun88,th,26,ตั้งค่ารหัสผ่านIM ยังไงอ่ะ,ตั้ง ค่า รหัส ผ่าน IM ยังไง อ่ะ
1,bet/sportsbook,System Parlay,bet/sportsbook/System Parlay,fun88,th,32,System Parlay คือการเดิมพันหรอคะ,System Parlay คือ การ เดิม พัน หรอ ค่ะ 
2,bet/sportsbook,System Parlay,bet/sportsbook/System Parlay,fun88,th,43,ทริกซี่ แยงกี้ พวกนี้คือแทงยังไงจ่ายยังไงคะ,ท ริก ซี่ แยง กี้ พวก นี้ คือ แทง ยังไง จ่าย ยังไง ค่ะ 
3,bet/sportsbook,System Parlay,bet/sportsbook/System Parlay,fun88,th,26,ทริกซี่ คือการแทงแบบไหนคับ,ท ริก ซี่ คือ การ แทง แบบ ไหน ครับ 
4,bet/sportsbook,System Parlay,bet/sportsbook/System Parlay,fun88,th,24,ทริกซี่ คิดเงินแบบไหนคับ,ท ริก ซี่ คิด เงิน แบบ ไหน ครับ 
5,bet/sportsbook,System Parlay,bet/sportsbook/System Parlay,fun88,th,31,แยงกี้ คือการเดิมพับแบบไหนหรอคะ,แยง กี้ คือ การ เดิม พับ แบบ ไหน หรอ ค่ะ 
6,bet/sportsbook,System Parlay,bet/sportsbook/System Parlay,fun88,th,39,แยงกี้ จะคิดเงินตอนวางเดิมพันยังไงอ่ะคะ,แยง กี้ จะ คิด เงิน ตอน วาง เดิม พัน ยังไง อ่ะ ค่ะ 
7,bet/sportsbook,System Parlay,bet/sportsbook/System Parlay,fun88,th,21,แคนนาเดี้ยนคืออะไรอ่ะ,แคน นา เดี้ย น คือ อะไร อ่ะ
8,bet/sportsbook,System Parlay,bet/sportsbook/System Parlay,fun88,th,32,แคนนาเดี้ยนมันคือการแทงแบบไหนหรอ,แคน นา เดี้ย น มัน คือ การ แทง แบบ ไหน หรอ 
1,bet/sportsbook,กติการการเดิมพันหมวดเกมส์จำลอง,bet/sportsbook/กติการการเดิมพันหมวดเกมส์จำลอง,fun88,th,26,เกมส์จำลองมีกติกายังไงบ้าง,เกมส์ จำลอง มี กติกา ยังไง บ้าง 
2,bet/sportsbook,กติการการเดิมพันหมวดเกมส์จำลอง,bet/sportsbook/กติการการเดิมพันหมวดเกมส์จำลอง,fun88,th,34,เข้าเกมส์จำลองแล้วดูวิธีเล่นตรงไหน,เข้า เกมส์ จำลอง แล้ว ดู วิธี เล่น ตรง ไหน 
3,bet/sportsbook,กติการการเดิมพันหมวดเกมส์จำลอง,bet/sportsbook/กติการการเดิมพันหมวดเกมส์จำลอง,fun88,th,31,ในเกมส์จำลองมีกติกาการแทงไหมคับ,ใน เกมส์ จำลอง มี กติกา การ แทง ไหม ครับ 
4,bet/sportsbook,กติการการเดิมพันหมวดเกมส์จำลอง,bet/sportsbook/กติการการเดิมพันหมวดเกมส์จำลอง,fun88,th,26,จะแทงบอลเอนิเมชั่นแทงยังไง,จะ แทง บอล เอ นิ เม ชั่น แทง ยังไง 
5,bet/sportsbook,กติการการเดิมพันหมวดเกมส์จำลอง,bet/sportsbook/กติการการเดิมพันหมวดเกมส์จำลอง,fun88,th,24,มีกีฬาออนไลน์แบบด่วนๆไหม,มี กีฬา ออ นไ ลน ์ แบบ ด่วน ๆ ไหม 
6,bet/sportsbook,กติการการเดิมพันหมวดเกมส์จำลอง,bet/sportsbook/กติการการเดิมพันหมวดเกมส์จำลอง,fun88,th,31,มีกีฬาแบบด่วนๆไม่ต้องรอนานป่ะคะ,มี กีฬา แบบ ด่วน ๆ ไม่ ต้อง รอ นาน ป่ะ ค่ะ 
7,bet/sportsbook,กติการการเดิมพันหมวดเกมส์จำลอง,bet/sportsbook/กติการการเดิมพันหมวดเกมส์จำลอง,fun88,th,29,อยากแทงกีฬาที่ไ้ด้เงินไวไวอ่ะ,อยาก แทง กีฬา ที่ ไ้ด้ เงิน ไว ไว อ่ะ
1,bet/sportsbook,การปรับบิลอีสปอร์ตมีปัญหา,bet/sportsbook/การปรับบิลอีสปอร์ตมีปัญหา,fun88,th,30,ทำไมที่หน้าเว็บขึ้นว่าปรับแล้ว,ทำไม ที่ หน้า เว็บ ขึ้น ว่า ปรับ แล้ว 
2,bet/sportsbook,การปรับบิลอีสปอร์ตมีปัญหา,bet/sportsbook/การปรับบิลอีสปอร์ตมีปัญหา,fun88,th,23,บิลปรับไรเงินไม่เข้าเลย,บิล ปรับ ไร เงิน ไม่ เข้า เลย 
3,bet/sportsbook,การปรับบิลอีสปอร์ตมีปัญหา,bet/sportsbook/การปรับบิลอีสปอร์ตมีปัญหา,fun88,th,25,บิลปรับแต่เงินไม่เข้าครับ,บิล ปรับ แต่ เงิน ไม่ เข้า ครับ 
4,bet/sportsbook,การปรับบิลอีสปอร์ตมีปัญหา,bet/sportsbook/การปรับบิลอีสปอร์ตมีปัญหา,fun88,th,44,บิลนี้มีการปรับแล้วไม่ใช่หรอทำไมไม่มียอดเข้า,บิล นี้ มี การ ปรับ แล้ว ไม่ ใช่ หรอ ทำไม ไม่ มี ยอด เข้า 
5,bet/sportsbook,การปรับบิลอีสปอร์ตมีปัญหา,bet/sportsbook/การปรับบิลอีสปอร์ตมีปัญหา,fun88,th,36,บอกว่าปรับแล้วไม่เห็นจะปรับตรงไหนเลย,บอก ว่า ปรับ แล้ว ไม่ เห็น จะ ปรับ ตรง ไหน เลย 
6,bet/sportsbook,การปรับบิลอีสปอร์ตมีปัญหา,bet/sportsbook/การปรับบิลอีสปอร์ตมีปัญหา,fun88,th,36,เงินก็ไม่เข้า ทำไมขึ้นว่าบิลปรับแล้ว,เงิน ก็ ไม่ เข้า ทำไม ขึ้น ว่า บิล ปรับ แล้ว 
1,bet/sportsbook,บิลชนะครึ่ง,bet/sportsbook/บิลชนะครึ่ง,fun88,th,23,ทำไมผมได้เงินครึ่งเดียว,ทำไม ผม ได้ เงิน ครึ่ง เดียว 
2,bet/sportsbook,บิลชนะครึ่ง,bet/sportsbook/บิลชนะครึ่ง,fun88,th,28,บิลนี้คิดเงินผิดหรือเปล่าคับ,บิล นี้ คิด เงิน ผิด หรือ เปล่า ครับ 
3,bet/sportsbook,บิลชนะครึ่ง,bet/sportsbook/บิลชนะครึ่ง,fun88,th,38,ช่วยดูบิลนี้ให้หน่อยครับ ทำไมได้แค่นี้,ช่วย ดู บิล นี้ ให้ หน่อย ครับ ทำไม ได้ แค่ นี้ 
4,bet/sportsbook,บิลชนะครึ่ง,bet/sportsbook/บิลชนะครึ่ง,fun88,th,13,ปรับเงินก็ผิด,ปรับ เงิน ก็ ผิด 
5,bet/sportsbook,บิลชนะครึ่ง,bet/sportsbook/บิลชนะครึ่ง,fun88,th,28,บิลนี้คิดยังไง ทำไมได้แค่นี้,บิล นี้ คิด ยังไง ทำไม ได้ แค่ นี้ 
6,bet/sportsbook,บิลชนะครึ่ง,bet/sportsbook/บิลชนะครึ่ง,fun88,th,24,ตรวจสอบบิลนี้ให้หน่อยคับ,ตรวจ สอบ บิล นี้ ให้ หน่อย ครับ 
7,bet/sportsbook,บิลชนะครึ่ง,bet/sportsbook/บิลชนะครึ่ง,fun88,th,19,บิลบอลปรับผิดแน่นอน,บิล บอล ปรับ ผิด แน่น อน
8,bet/sportsbook,บิลชนะครึ่ง,bet/sportsbook/บิลชนะครึ่ง,fun88,th,20,ทำไมบิลนี้ปรับแค่นี้,ทำไม บิล นี้ ปรับ แค่ นี้ 
9,bet/sportsbook,บิลชนะครึ่ง,bet/sportsbook/บิลชนะครึ่ง,fun88,th,21,โกง ปรับบิลอะไรแค่นี้,โกง ปรับ บิล อะไร แค่ นี้ 
10,bet/sportsbook,บิลชนะครึ่ง,bet/sportsbook/บิลชนะครึ่ง,fun88,th,17,บิลนี้มันคิดยังไง,บิล นี้ มัน คิด ยังไง 
11,bet/sportsbook,บิลชนะครึ่ง,bet/sportsbook/บิลชนะครึ่ง,fun88,th,26,ช่วยคิดบิลนี้ให้ดูหน่อยคับ,ช่วย คิด บิล นี้ ให้ ดู หน่อย ครับ 
1,bet/sportsbook,บิลอีสปอร์ตปรับแล้วแต่ไม่ได้รับเงิน,bet/sportsbook/บิลอีสปอร์ตปรับแล้วแต่ไม่ได้รับเงิน,fun88,th,30,ทำไมที่หน้าเว็บขึ้นว่าปรับแล้ว,ทำไม ที่ หน้า เว็บ ขึ้น ว่า ปรับ แล้ว 
2,bet/sportsbook,บิลอีสปอร์ตปรับแล้วแต่ไม่ได้รับเงิน,bet/sportsbook/บิลอีสปอร์ตปรับแล้วแต่ไม่ได้รับเงิน,fun88,th,23,บิลปรับไรเงินไม่เข้าเลย,บิล ปรับ ไร เงิน ไม่ เข้า เลย 
3,bet/sportsbook,บิลอีสปอร์ตปรับแล้วแต่ไม่ได้รับเงิน,bet/sportsbook/บิลอีสปอร์ตปรับแล้วแต่ไม่ได้รับเงิน,fun88,th,25,บิลปรับแต่เงินไม่เข้าครับ,บิล ปรับ แต่ เงิน ไม่ เข้า ครับ 
4,bet/sportsbook,บิลอีสปอร์ตปรับแล้วแต่ไม่ได้รับเงิน,bet/sportsbook/บิลอีสปอร์ตปรับแล้วแต่ไม่ได้รับเงิน,fun88,th,44,บิลนี้มีการปรับแล้วไม่ใช่หรอทำไมไม่มียอดเข้า,บิล นี้ มี การ ปรับ แล้ว ไม่ ใช่ หรอ ทำไม ไม่ มี ยอด เข้า 
5,bet/sportsbook,บิลอีสปอร์ตปรับแล้วแต่ไม่ได้รับเงิน,bet/sportsbook/บิลอีสปอร์ตปรับแล้วแต่ไม่ได้รับเงิน,fun88,th,36,บอกว่าปรับแล้วไม่เห็นจะปรับตรงไหนเลย,บอก ว่า ปรับ แล้ว ไม่ เห็น จะ ปรับ ตรง ไหน เลย 
6,bet/sportsbook,บิลอีสปอร์ตปรับแล้วแต่ไม่ได้รับเงิน,bet/sportsbook/บิลอีสปอร์ตปรับแล้วแต่ไม่ได้รับเงิน,fun88,th,36,เงินก็ไม่เข้า ทำไมขึ้นว่าบิลปรับแล้ว,เงิน ก็ ไม่ เข้า ทำไม ขึ้น ว่า บิล ปรับ แล้ว 
1,bet/sportsbook,บิลอีสปอร์ตยังไม่ปรับ,bet/sportsbook/บิลอีสปอร์ตยังไม่ปรับ,fun88,th,22,ทำไมบิลนี้ไม่ปรับสักที,ทำไม บิล นี้ ไม่ ปรับ สัก ที 
2,bet/sportsbook,บิลอีสปอร์ตยังไม่ปรับ,bet/sportsbook/บิลอีสปอร์ตยังไม่ปรับ,fun88,th,14,ปรับบิลนี้ด่วน,ปรับ บิล นี้ ด่วน 
3,bet/sportsbook,บิลอีสปอร์ตยังไม่ปรับ,bet/sportsbook/บิลอีสปอร์ตยังไม่ปรับ,fun88,th,24,ทำไมบิลบอลปรับช้าขนาดนี้,ทำไม บิล บอล ปรับ ช้า ขนาด นี้ 
4,bet/sportsbook,บิลอีสปอร์ตยังไม่ปรับ,bet/sportsbook/บิลอีสปอร์ตยังไม่ปรับ,fun88,th,25,ผมรอนานแล้วปรับบิลนี้ด่วน,ผม รอ นาน แล้ว ปรับ บิล นี้ ด่วน 
5,bet/sportsbook,บิลอีสปอร์ตยังไม่ปรับ,bet/sportsbook/บิลอีสปอร์ตยังไม่ปรับ,fun88,th,10,ปรับบิลบอล,ปรับ บิล บอล 
6,bet/sportsbook,บิลอีสปอร์ตยังไม่ปรับ,bet/sportsbook/บิลอีสปอร์ตยังไม่ปรับ,fun88,th,26,ผมเดิมพันอีสปอร์บิลไม่ปรับ,ผม เดิม พัน อีส ปอ ร์ บิล ไม่ ปรับ 
7,bet/sportsbook,บิลอีสปอร์ตยังไม่ปรับ,bet/sportsbook/บิลอีสปอร์ตยังไม่ปรับ,fun88,th,15,เคลีบร์บิลให้ที,เ คลี บร์ บิล ให้ ที 
8,bet/sportsbook,บิลอีสปอร์ตยังไม่ปรับ,bet/sportsbook/บิลอีสปอร์ตยังไม่ปรับ,fun88,th,17,เคลียร์บิลด้วนเลย,เคลีย ร์ บิล ด้วน เลย 
9,bet/sportsbook,บิลอีสปอร์ตยังไม่ปรับ,bet/sportsbook/บิลอีสปอร์ตยังไม่ปรับ,fun88,th,10,บิลไม่ปรับ,บิล ไม่ ปรับ 
10,bet/sportsbook,บิลอีสปอร์ตยังไม่ปรับ,bet/sportsbook/บิลอีสปอร์ตยังไม่ปรับ,fun88,th,33,บิลนี้ยกเลิกแล้วหรอทำไมไม่ปรับอีก,บิล นี้ ยก เลิก แล้ว หรอ ทำไม ไม่ ปรับ อีก 
11,bet/sportsbook,บิลอีสปอร์ตยังไม่ปรับ,bet/sportsbook/บิลอีสปอร์ตยังไม่ปรับ,fun88,th,13,บิลปรับช้ามาก,บิล ปรับ ช้า มาก 
12,bet/sportsbook,บิลอีสปอร์ตยังไม่ปรับ,bet/sportsbook/บิลอีสปอร์ตยังไม่ปรับ,fun88,th,31,ให้ผมรออีกนานแค่ไหนบิลุคงจะปรับ,ให้ ผม รอ อีก นาน แค่ ไหน บิ ลุ คง จะ ปรับ 
1,bet/sportsbook,ยอดเงินบัญชีกีฬาติดลบ,bet/sportsbook/ยอดเงินบัญชีกีฬาติดลบ,fun88,th,16,ทำไมยอดเงินติดลบ,ทำไม ยอด เงิน ติด ลบ 
