Brand,Lang,Intent Type,Category,Intent,Weight,Answer,Training Data,English,Answer Key
betway,cn,user,Payment/Deposit,在线支付宝/京东支付/在线支付/云闪付已经扣款了，但是还没有到账？,1,"您好，在线支付宝/京东支付/在线支付/云闪付一般上都是秒到账（如果无技术问题）。
 
每当您使用这些方式存款一次，系统将会自动生成一笔存款申请哦【无论成功与否】
 
如果您已经扣款了，但是尚未到账的话。请点击【转人工客服】提供成功扣款的截图（包括，扣款人姓名，扣款金额，扣款日期，扣款时间）给人工客户协助查询","为何我的QQ支付待处理中？已成功支付啦
网银已过账，请速度上分
已支付了，快上分
京东支付还未到账
云闪付还未到账
刚qq充值了500
你好，云闪付存款未到账有延迟吗
刚刚用云闪付付款了300元怎么没有到账提示
云闪付为什么没到账
云闪付扫码存款不到账
我刚才提交的云闪付一笔钱怎么这么慢
怎么我云闪付的款项还没有到账
我存款200块，用云闪付，还没到账哦
我的钱昨晚这个点，用云闪付交的，到现在还没到账
我的存款为什么迟迟不到账云闪付
云闪付没到账
我用云闪付充值的没有到账
刚有笔存款云闪付支付的怎么还没到
云闪付待处理是什么意思
待处理的云闪付要多久才会到账？
存款一直待处理，用的云闪付，怎么回事？
我已经支付成功，为什么云闪付一直是待处理
我用京东存款，一直还在处理，怎么搞的
在线存款待处理中
云闪付一直待处理
我的京东支付怎么还没到账？
京东扫码支付了，怎么还没有到账？
我有一笔500的京东钱包充值，怎么没到账
在线支付宝钱扣了没到账
在线支付掉单",Online Deposit account debited but money not yet receive,betway.cn.Payment/Deposit
betway,cn,user,Payment/Deposit,在线支付宝/京东支付/在线支付/云闪付无法充值,1,"不好意思，倘若您无法顺利完成在线支付宝/京东支付/在线支付/云闪付 (例如无法显示支付二维码，到达支付平台限额，现实交易金额超限等情况）
 
劳烦您点击下方的【转人工客服】将用户名提供至人工客服为您更换支付端口的！一旦更换成功后，请您清除浏览器缓存再尝试使用哦~
 
【小帮手提示】一般是支付端口网络不稳定所导致二维码无法显示，或是支付达到了限额导致无法继续支付的！","我的充值充不进去
怎么还是充不了钱
我前天要充值到现在。反复试了几十次
你们不给人家充值了吗？
无法充值
为什么充不了钱
我充不了值
我充不了钱
现在充不了钱进去
为什么充值显示该订单存在风险，充不了
怎么充不了钱啊
我充值充不了
充不了钱咯
一直充不了钱！
现在充值都充不了
充不了钱
充不到钱
怎么充不到钱
充值有问题
重置商户
充值不了
支付二维码无法显示
云闪付扫码存款不到账
云闪付扫不过
手机什么时候可以充值
很多个在线支付待处理但我到支付页面刷不出二维码是怎么回事
我要充值怎么显示错误
今天没有存款到20次，怎么不能存款
存款还是现实交易金额超限
操作没问题，存了好多次了",Online Deposit Unable,betway.cn.Payment/Deposit
betway,cn,user,Payment/Deposit,存款多久到账？,1,"针对不同的存款方式会有不一样的到账时间：
 
【在线支付，QQ支付，云闪付，必威卡，Astro卡】一般是即时到账（如果没有其他的技术性问题），如果没有即时到账，请点击【转人工客服】寻求协助哦！
 
 
【本地银行存款，支付宝存款】一般上是15-30分钟内到账的。
 
如果您的存款在30分钟后还没有到账，请联系人工客服并提供交易明细证明您成功扣款的截图，【包含金额，存款时间和成功到账时间等等】，以便让人工客服为您查询详情。","充值多久能到
存款多久可以到
存款多久到账啊？
支付宝转账一般多久到账户
你好支付宝转账一般多久到账
存钱多久到账
支付宝充值多久到帐
存款一般多久到支付宝
支付宝充值的话多久到账
存款是多久到账呢
请问存款多久能到
支付宝转账钱多久到账户
充值一般多久到
请问充值了钱多久才能到
大约多久能存款成功
我刚银行存款，估计存款多久到账户
本地银行转账多久到账？
通过本银这个方式存款，大概多久到账
我存款了要多久才到
在线存款多久到账？
QQ支付多久到账？
QQ多久到账？
云闪付扫码多久到账？
云闪付多久到账？
必威卡多久到账
Astro卡存款多久到账？
存款多久到账？
必威存款多久到账？
京东存款多久到
存款怎么还没到啊！
我的存款呢？
存款到账能不能快点
支付宝转账到那个你们民生银行方和安，已提示到账了麻烦处理一下
我刚才已经支付宝转账到您们指定的账户，多久能到账
支付宝转账尚未到账
转账成功请速度入账
存款可以快点吗
催一下存款
还有多久可以到账，我要投注
存款一般要多久
我转帐了，多长时间能到账
存款多长时间到账",Deposit takes how long?,betway.cn.Payment/Deposit
betway,cn,user,Payment/Deposit,存款失败,1,"您是透过什么存款方式进行存款单的呢？请根据您的情况点击：
 
<intentlink>无法进行本银/支付宝存款</intentlink>
 
<intentlink>本银/支付宝存款申请失败</intentlink>
 
<intentlink>QQ支付/京东支付/在线支付/云闪付无法充值</intentlink>
 
<intentlink>必威卡存款无法使用<intentlink>
 
<intentlink>Astro卡无法使用</intentlink>","我存款失败了
为什么我的存款被拒绝了两次？？
存款为什么失败呢
您好，我昨天存款被拒绝
我的存款被拒绝了怎么办，资金原路退换吗？
存款为什么总是被拒绝
为什么存款会被拒绝呢
我存款显示拒绝存款
我的存款怎么被拒了
存款被拒绝
怎么我存款10008说被拒绝
存款拒绝
为什么我的500元存款一直被拒绝
我的500元存款怎么一直被拒绝
刚刚转账被拒绝
存款不行
钱都存不进去
现在是不是存不了款
存不到
存款存不到
存不进
存不到款
我现在存不到款啊
存款失败
为什么我的存款被拒绝了
存不入款，怎么办呀
存款一直不成功
为什么存款被拒
存款被拒会返还到银行卡吗",Deposit rejected,betway.cn.Payment/Deposit
betway,cn,user,Payment/Deposit,存款申请状态,1,"<require-signin>烦请您先登录网站，以方便小助手可以查询您的相关记录</require-signin>
您好，您可以透过以下方式查询您的存款申请状态：
 
<intentlink>查询最后一笔的存款申请记录</intentlink>
 
<intentlink>查询最后三笔的存款申请记录</intentlink>
 
<intentlink>利用单号查询存款申请状态</intentlink>","最新的存款详情
我想问下这两笔到账没
我想查询我的存款现在怎样了
速度帮我核实一下进款
我充值的钱到了没
我的存款现在什么情况
我的存款现在怎样了
可以知道我的存款情况吗
我的存款到账了吗
存款有查询了吗
帮我看下我的支付宝转账到了没
存款状态
我现在的存款情况
最新的存款状态
最新一笔的存款情况
我存款到了没有
帮我查下转账是否成功",Deposit Status,betway.cn.Payment/Deposit
betway,cn,user,Payment/Deposit,存款限额,1,"请问您指的是以下哪一项呢？
 
<intentlink>必威网站存款金额限制</intentlink>
 
<intentlink>在线支付宝/京东支付/在线支付/云闪付达到限额</intentlink>","在线存款限额
在线存款卡受限
存款限额
京东支付受限
QQ限额
云闪付限制额度
限额了，没有办法存
我才存100，怎么就提示达到限额了
老是限额，怎么解决？？
超过累计最大限额
在线充值已经限额了
在线，云闪付都存不进，提示限额
存款显示累计超过日总额？
充值好多用不了，提示达到每日限额，但是我今天才存了200元
超出限额
为什么我在找存钱风险限额了
交易金额超限充不进去怎么办
可以换个商户吗，充值超限额了
都限额
在线存款300显示超出限额是什么情况？
超过交易限额了
提示交易失败，超出限额
我没存过款，在线存款怎么显示交易限额
存款存不进去提示支付失败失败原因是已超出支付限额
存款异常代码，超过日常累计限额
提示最大日限额度
超出日累计限额
超过日最大限额
超过日累计最大限额
异常代码70030003-超过日累计最大限额
我都没充值的怎么可能限额
我刚充值五千，显示什么超过限额，但是我卡上钱已经扣了，账户上也没余额
为什么我在线存款5000就限额了
一会限额，一会又交易次数受限。
超出最大限额，我才存了多少就限额了，你们太不靠谱了吧",Deposit Limits,betway.cn.Payment/Deposit
betway,cn,user,Payment/Deposit,尝试了所有存款方式，都没办法成功存款?,1,请您点击【转人工客服】作进一步协助哦~~~,"我尝试了所有存款方式，都没办法成功存款
根本无法存款，全试过了没用
冲不了钱，都试过了没有一笔可以成功
你们这个是什么破网站，没有一种方式可以存得进去
好几天了，没有办法存入，试了全部的存款方式，都不好使
能不能解决？一直充不进，什么方式都不行
什么存款方式都存不进啊
刚注册的，但是充不进，试了全部的存款方式还是不行
你们网站还能不能行了，没有一种存款方式是可以用的。。。
我要存款！！！存不进啊，你们没有一个充值是可以成功存入的
没法儿玩了，根本存不进，什么渠道都不行。。。
你们就没有一个好的充值了吗，都存不进去
注册至今就没有成功存款过，什么方式都试了，麻烦解决下
怎么老是存不进去","Tried all deposit methods, still fail",betway.cn.Payment/Deposit
betway,cn,user,Payment/Deposit,必威存款方式,1,"您好，必威目前支持的存款方式如下，请根据您的存款方式点选以下查询如何操作：
 
<intentlink>本银/支付宝转账存款</intentlink>
 
<intentlink>在线存款</intentlink>
 
<intentlink>云闪付扫码存款</intentlink>
 
<intentlink>京东钱包存款</intentlink>
  
<intentlink>必威卡存款</intentlink>
  
<intentlink>Astro卡存款</intentlink>
 
<intentlink>在线支付宝存款</intentlink>
 
 
您知道您需要再必威网站银行中心办理存款吗？点击这里：<intentlink>银行中心在哪里？</intentlink>","我可以用什么方式存款啊
有其他的存款方式吗
我可以用什么存款
可以用什么存钱
有什么存现的方式呢
你们家支持什么存款啊
有几种存款方式啊
存款有什么比较快的
存款有什么选择
可以选择什么存钱
必威支持什么存款方式
你们接受什么存款方法
接受什么存钱的途径
几种存钱方法
有什么存款方式？
必威有什么存款
你们有什么存款？
你们有什么存款方式
你们目前都有什么存款方式啊
手机怎么存款
电脑上怎么存款
储蓄卡怎么存
怎样存款
怎样存钱在盘里
请问有哪些存款途径
我存款转账时没注意看提示，一次存了146000，请问怎么提交？
怎么存款",Deposit Methods,betway.cn.Payment/Deposit
betway,cn,user,Payment/Deposit,提高单日存款上限,1,"小帮手能力有限呢~ 
 
但是您可以联系我们的客服人员以便可以进一步协助您的请求哦~ ","可以提高转账存款的上限吗
可以帮忙提高存款金额吗
我想提高存款上限
我已经超过存款上限了
我转账存款显示我已经达到当日上限了，可以提高吗
我想继续存款，但是已经达到上限，可否提高上限
达到存款上限了，但是我已经转账了，现在提交不了，怎么办？
咨询一下，你们的存款上限可以提高的吗？
可以帮我提高存款上限
帮我提高一下存款上限，不然提交不了",Increase Deposit Day Limit,betway.cn.Payment/Deposit
betway,cn,user,Payment/Deposit,查询最后一笔的存款申请记录,1,"<require-signin>烦请您先登录网站，以方便小助手可以查询您的相关记录</require-signin>
<webhook>http://webhook.gohelp88.com/Deposit/DepositCheckTop1CNYBetway</webhook>",最新一笔的存款情况,Check last 1 deposit status,betway.cn.Payment/Deposit
betway,cn,user,Payment/Deposit,查询最后三笔的存款申请记录,1,"<require-signin>烦请您先登录网站，以方便小助手可以查询您的相关记录</require-signin>
<webhook>http://webhook.gohelp88.com/Deposit/TransactionDepositCheckTop3Betway</webhook>","最近3笔存款交易
最后三笔存款",Check last 3 deposit status,betway.cn.Payment/Deposit
betway,cn,user,Payment/Deposit/Online,在线存款,1,"【电脑版】：
请点击网页左上角的【银行中心】
 
【手机版】：
请点击手机左上角的【三条横线】，然后点击进入【银行中心】
 
您可以根据以下在线存款的步骤：
1. 点击【在线存款】，输入您的存款金额以及存款银行
2. 点击【提交】
3. 弹出银行网页面后，填写相关资料及手机验证码
4. 转账成功后，即时到账
 
<intentlink>必威网站存款金额限制</intentlink>
 
<intentlink>存款多久到账？</intentlink>
 
  
您是不是遇到<intentlink>在线存款无法使用？</intentlink>","如何进行在线存款
网银如何直接转账给你们呢
在线存款怎么弄
我有网银，怎么转账呢
要自己到网银去转账么？
网银转账
没有网银啊
如果网银转账呢
怎么网银转账存款
网银那个怎么存
请问，我网银存款选择哪个
怎样在电脑用网银支付?
网银转账？
手机网银怎么传
我要用网银转账
在线存款是怎么存？
在线存款
在线存款怎样存
你们有在线支付吗",Online Deposit,betway.cn.Payment/Deposit/Online
betway,cn,user,Payment/Deposit/Online,无法进行在线存款,1,"不好意思，倘若您无法顺利完成支付，劳烦您将用户名提供至人工客服为您更换支付端口的！一旦更换成功后，请您清除浏览器缓存再尝试使用~
 
【小帮手提示】一般是支付端口网络不稳定所导致二维码无法显示，或是支付达到了限额导致无法继续支付的！
 
或者您也可以使用其他的存款方式哦，请参考：<intentlink>必威存款方式</intentlink>","在线存款乱码如何处理
直接存款一直存不进去
怎么在线充不了款？
在线存款不能用吗
在线存款不行
在线存款怎么不能用了
现在在线存款是不是存不了钱啊
我在线存款还是用不了
在线不能使用
在线存款充值不了
我账户在线存款存不进去乱码的
现在在线从不了钱吗？
在线存款不行了？
手机在线存款怎么老是不能用？
你们在线存款不能用
在线存款存不了
在线存款为什么用不起了
为什么我的在线存款用不了
在线存款充不了
在线存款怎么不行了
为什么等了很长时间在线存款还是存不进去？
无法使用在线存款
为什么使用不了在线存款？
我在线存款失败了",Online Deposit not working,betway.cn.Payment/Deposit/Online
betway,cn,user,Payment/Deposit/Localbank,支付宝转账至本地银行,1,"不懂怎么使用支付宝转账存款吗？ 别担心，让小帮手来助您一臂之力吧~ 
 
您需要依据以下步骤进行操作~
 
【步骤1】 
1. 输入您要转账的【金额】 
2. 填写付款方的【真实姓名】，如是本人则无需更改 
3. 选择【转账方式】为支付宝转账 
4. 点击【下一步】 
 
【步骤2】 
1. 系统会生成新存款金额，会员必须转入根据系统生成的金额，方能极速到账 
2. 点击【我知道了】 
3. 复制必威银行转账【银行卡账号】 
4. 确认必威银行转账账户【真实姓名】，然后在15分钟之内自行进行转账 
5. 必须成功完成了转账后，才到必威存款页面点击提交存款申请
 
【温馨提示】如果操作步骤有误，不排除会导致存款延迟到账或存款交易不成功。
 
您可以参考<intentlink>必威网站存款金额限制</intentlink>
 
您是否<intentlink>无法进行本地银行存款 ？</intentlink>","怎么用支付宝转账至你们的账户？
支付宝存款怎么操作
支付宝可以充值吗
支付宝怎么转账？
请问支付宝转账的一般多久到账啊
支付宝如何存款
支付宝充值怎么充
请问支付宝如何转账
支付宝如何支付
请问支付宝如何充值
支付宝如何转账
支付宝如何操作
支付宝怎样转账
支付宝怎样存款
你好支付宝怎样充值
怎样用支付宝充值
怎样用支付宝
支付宝冲钱看不懂
支付宝不输入密码怎么扣，不好意思，我有点不懂
我想用支付宝存款，应该怎么操作呢
为什么支付宝转账提交100元显示99.65
支付宝存款方式",How to deposit from Alipay to Local Bank?,betway.cn.Payment/Deposit/Localbank
betway,cn,user,Payment/Deposit/Localbank,本银/支付宝存款申请失败,1,"首先您需要检查所输入的【付款方姓名】是否正确（如果您是使用他人账户转账就需要填写第三方账户的真实姓名）以及 金额是否正确
 
然后您再次提交存款申请并确保【付款方姓名】是与您的本银/支付宝真实姓名相符以及存款金额需要与您实际转账金额一致才能成功到账
 
如果您已经确认转账成功并且填写无误，麻烦您将本银/支付宝转账明细提交至人工客服协助您查询~","我的支付宝转账存款被拒绝了
我用网银转账存款了100元来了个信息说拒绝了
用支付宝存款，已经转账到账了，为什么拒绝存款呢
支付宝存款被拒
本银/支付宝转账存款失败了
支付宝转账失败了
我的两笔存款为什么被拒绝了
现在过了这么久，财务一直拒绝我的存款。
怎么存款总是拒绝？？
明明存款到账，被你们拒绝了，
我想知道，我金额存对了，为什么也拒绝
我的存款被拒绝，怎么没看到钱退回来
为什么我的存款会失败，用支付宝转的
早上支付宝充值，拒绝了
为什么我存款总是被拒绝",Localbank deposit fail,betway.cn.Payment/Deposit/Localbank
betway,cn,user,Payment/Deposit/Localbank,本银/支付宝存款申请超过30分钟仍然还没有到账,1,"如果本银、支付宝存款申请已经超过30分钟，请您提供交易明细证明您成功扣款的截图，包含金额，存款时间和成功到账时间等等，以让人工客服协助查询~
 
 
【温馨提醒】
本银、支付宝存款申请一般上需要20-30分钟的时间到账的。建议您在查询收款讯息后马上进行存款动作
 
另外在尚未提交您的存款申请前请确认您的收款人讯息，存款金额，存款到账讯息是正确的，以便可以顺利到账~","支付宝为什么不到
麻烦帮我看一下我的支付吧转账存款
支付宝存了很久怎么还不到账
刚支付宝转1000.麻烦速度处理
你好我支付宝已经付款好了半小时，为什么必威还没进账呢
支付宝充值未到账
支付宝充值400未入帐
你好，支付宝存款还没到呢
你好刚才用支付宝转了10000过去
我现在用支付宝转账2000了已经到账了你帮我查询下速度冲进去我要下单了
我一直点支付宝转账然后交易记录一直显示是在待处理？
我银行转账的钱怎么还没到账
支付宝转错金额",Localbank deposit exceeded 30 mins,betway.cn.Payment/Deposit/Localbank
betway,cn,user,Payment/Deposit/Localbank,本银转账存款,1," 
在存款页面查询我们的收款账户信息后， 您需要依据以下步骤进行操作：
  
1.输入您要转账的【金额】
2.填写付款方的【真实姓名】，如是本人则无需更改
3.查看转账的【银行名称】后，才点击提交进入第二页面
4.复制必威银行转账【银行卡账号】
5.确认必威银行转账账户【真实姓名】，进行转账
6.必须成功完成了转账后，才到必威存款页面点击提交存款申请
 
【温馨提醒】   建议您查询收款讯息后马上进行存款动作，存款申请在收到您的存款后是需要20-30分钟到账的哦！另外在尚未提交您的存款申请前请确认您的收款人讯息，存款金额，存款到账讯息是正确的，以便可以顺利到账哦~
 
您可能遇到： <intentlink>无法进行本地银行存款？ </intentlink>","如何进行本银存款
本地银行存款,怎么存款不懂怎么填写
我想用银行转账到你们的账户怎么存？
网银怎么转账存款
本地银行转账存款的具体操作方式是怎么样的？
我要用手机银行转账存款，具体流程是什么？
我在转账页面进行存款，一直没有到账，也没有页面让我填写支付？
是不是不能用银行转账，一直没有到账？
有没有银行转账的操作流程？
本银转账是在页面提交就可以了吗
我在本银存款，怎么提交后没有跳转支付页面？？
请教一下，这个本银存款是怎样的？
如何银行卡转账？",Localbank deposit,betway.cn.Payment/Deposit/Localbank
betway,cn,user,Payment/Deposit/Localbank,没有本银/支付宝存款收款账户， 存入旧账户,1,"不好意思，请您点击【转人工客服】为您提交查询哦！麻烦您了~
 
或者您也可以尝试其他的存款方式哦，请参考：<intentlink>必威存款方式</intentlink>","现在本银存不了了吗？最近这两天都没有账号可以存
现在支付宝存款没有对方账号
支付宝不能充值了吗？
网银支付宝转账现在不可以充值吗
你们的银行卡提示账号不存在
支付宝转账没有转账账号
存款提示目前你所选择的存款方式出现技术问题，请您尝试用其他的存款方式或联系我们的在线客服，谢谢。
支付宝存款方式出问题了
支付宝充值这么充不了啦
为什么不能支付
支付宝转账无法存款帮我看下
支付宝存款现在不行？
支付宝存不了
本地银行存款不行了吗
你们转账的支行找不到
怎么支付宝转账无法充值了
现在支付宝怎么冲值不了？
支付宝充值什么时候能用
支付宝转账用不了了呢
支付宝不能转吗
存款没帐号
支付宝怎么存不了款
现在支付宝存款不可以吗？
还没添加存款账户吗
支付宝存款显示遇到技术问题
支付宝不能存钱吗
本银现在不能存吗
微信支付宝为什么不能充值
我支付宝冲不了钱啊
支付宝不能充值呢
怎么支付宝一直存钱不了
支付宝怎么无法存款了
入款我重复提交了然后看不见银行卡号
现在支付宝存款用不了吗
我怎么用不了支付宝转账存款，提示错误
为什么我存款，老提示该存款方式有技术故障呢
我想要用支付宝存款，但是没有收款人信息
支付宝充值不了
我点击支付宝转账就提示错误，是不是有什么问题呀
本银存款但是显示有技术故障
你们的收款账户是多少
转账人信息在哪里看，我找不到
存款显示技术问题
支付宝存款什么时候可以用啊
为什么我的支付宝转账没有收款账号
你们的收款人涉及咋骗
没有收款人账号
转了老账户上了
上午工作人员给我电话，要转账银行凭证
存款账户异常
点击存款没反应
支付宝存入旧账户了？
支付宝没有账号
没有存款账户
你好，我之前是储蓄卡存款的，现在存不进，应该怎么操作
为什么支付宝不能充值付款",Localbank deposit to old bank,betway.cn.Payment/Deposit/Localbank
betway,cn,user,Payment/Deposit/Wechat,为什么我没有微信存款？,1,"目前微信转账存款的方式仅对部分会员开放使用， 往后会逐步开放给其他广大的会员， 建议您可以暂时使用其他的存款方式进行存款的
 
点击<intentlink>必威存款方式</intentlink>， 进一步了解","微信存款什么时候有啊
为什么我朋友有微信存款，我没有？
有没有微信存款
刚注册，你们这里有没有微信存款的？
微信转账存款在哪里，找不到
怎么存款页面找不到微信转账存款的选项呢
怎么我没有微信转账存款
在哪里进行微信存款，没有在存款页面找到",Wechat Deposit not available?,betway.cn.Payment/Deposit/Wechat
betway,cn,user,Payment/Deposit/Wechat,微信转账了， 但是没有到账？,1,"小帮手来了 ~
 
劳烦您准备好您的存款截图包含金额，存款时间和成功到账时间等等，以让人工客服协助查询~
 
小帮手提醒：
* 该存款需要【成功转账到账后】方可到存款页面【提交存款申请】
* 为了避免存款延迟到账，会员务必填写正确的【到账时间】日期与时间（显示在您的微信APP里）。
* 倘若会员存款被拒3次，此存款方式将被锁定并且无法使用，需要2小时解锁后方可继续使用。
* 每日仅限使用20次（无论成败）","我用微信转账305元一直没有到账
微信转账存款怎么这么久啊
微信转账成功了
存款给我处理一下，限额原因用微信转账的
刚才微信转账一百给你们，现在收到信息说存款被拒绝
刚刚用微信转账存款了还没到账能不能帮我看下
微信转账多久能到帐啊
我刚才微信转账他说要24小时才能成功
用微信转账的可是没有微信存款在界面等了几个小时了也不处理
你好刚才微信转账一百到你们银行
刚才微信转账一百还没到账
一个小时前微信转账一百到你们银行账号
我用微信转账了114元
我微信转账存款
微信转账提交申请不成功，总是退出
我有一个6000的微信转账因为没注意看转了6000刚才问你们客服
微信转账能不能换个卡号，邢黎明的限额了
微信转账能不能换个账户？
我这个微信转账超过限额，已经处理过两次了，怎么还是一直不到账？
刚才微信转账了钱什么时候到账啊
微信转账很久了
我的存款怎么还没到账，用微信转的","Wechat Deposit debited, but haven't received funds",betway.cn.Payment/Deposit/Wechat
betway,cn,user,Payment/Deposit/Wechat,微信转账存款,1,"我们是有微信转账存款的方式，您需要根据以下步骤进行操作：
 
1. 进入（银行中心）的（V信转账到银行）页面
2. 查询必威收款银行卡号信息
3. 自行登陆您的（微信账户）操作转账到必威收款银行卡号。
4. 成功转账到账后，才到必威存款页面提交存款申请。
 
【注意事项】
* 该存款需要【成功转账到账后】方可到存款页面【提交存款申请】
* 为了避免存款延迟到账，会员务必填写正确的【到账时间】日期与时间（显示在您的微信APP里）。
 
没有微信存款？点击<intentlink>为什么我没有微信存款</intentlink>进一步了解 ~","有没有微信入款？
可以微信存钱吗
微信可以存款吗
存款可以微信吗
可不可以微信付款
微信支付可以吗？
微信能存款吗？
你好微信如何充值
如何用微信存款
可以用微信存款的吗
我用微信存款
我想用微信存款可以吗
必威微信存款在哪设置
能不能用微信存款呢？
微信存款可以吗？
如何微信存款
微信存款有没有？
微信存款什么存
可以微信存款么
微信存款行吗？
不能微信存款？
微信存款在哪里弄
可以微信存款吗
微信存款怎么存
怎么使用微信存款啊
微信存款怎么弄
能用微信存款吗
你好微信存款在哪里呢？
别的网站都有微信存款，你们这里有没有啊
微信转账有吗
微信转账如何操作
微信转账
有微信转账吗",Wechat Deposit,betway.cn.Payment/Deposit/Wechat
betway,cn,user,Payment/Deposit/Cashcard,哪里可以购买必威卡？,1,感谢您的支持！目前必威卡只开放给代理会员。将会逐步开放给其他会员，必威小帮手为您推荐其他的存款方式如：【本银/支付宝转账，在线支付，在线支付宝，京东钱包，云闪付 】也是一样方便的呢！,"请问下我想买必威卡到哪去买呀
必威卡，可以买嘛？
您好，必威卡怎么买？
必微卡去哪里买？
请问必威卡的购买链接
必威卡怎么购买
存款方式里，必威卡在哪购买？
必威卡在哪儿买啊
必威卡淘宝有的卖么
买必威卡的区/服是什么
必威卡在哪里购买啊？
必威卡什么时候可以用？
必威卡哪里卖啊
问下，你们这个必威卡充值~必威卡在哪买？
必威卡是什么
必威卡那有卖？
必威卡怎么买
必威卡哪里买
我想买必威卡
淘宝可以买必威卡吗
您好，哪里可以购买必威卡？
必威卡是需要通过客服这里购买吗
必威卡哪里有卖呀？
网站哪里可以买必威卡？",Betway cashcard where to buy?,betway.cn.Payment/Deposit/Cashcard
betway,cn,user,Payment/Deposit/Cashcard,必威卡存款,1,"必威卡是必威专属的现金存款卡，您可以使用这个必威卡在我们网站存款哦~
 
必威卡使用步骤：
 
1.从必威合作伙伴购买必威卡
2.登入必威存款页面，填入正确的必威卡序列号和密码
3. 点击提交
 
您可能也有兴趣知道：<intentlink>哪里可以购买必威卡？</intentlink>
 
还是您遇到了<intentlink>必威卡存款无法使用</intentlink> ？","必威卡怎样存款
怎么用必威卡
代理给我必威卡，怎么弄
我有必威卡，哪里存
在你们网站哪里用必威卡
怎么存必威卡
必威卡怎么充钱
必威卡怎样弄
威卡在哪里充值啊
我有张必威卡
帮我充值下必威卡可以不
如何用必威卡充值
我充值必威卡
必威卡充值
请问一下必威卡现在可以充值吗
什么是必威卡
必威卡怎么开的
必威卡存款如何操作
你们这个必威卡存款方式是怎么操作的呢
我买了必威卡，要怎么操作",Betway Cashcard,betway.cn.Payment/Deposit/Cashcard
betway,cn,user,Payment/Deposit/Cashcard,无法进行必威卡存款,1,"首先，您需要检查所输入的卡号等信息是否正确
 
如果是填写错误请您再次到存款页面操作，并确保所填写的卡信息正确无误~
 
倘若还是无法使用，请您将网站错误讯息，您的卡信息截图（遮盖卡密）发送至人工客服为您查询哦~ 
 
 
或者您也可以使用其他的存款方式哦，请参考：<intentlink>必威存款方式</intentlink>","你好，必威卡怎么无法使用
我充值的416块必威卡显示到帐怎么金额没添加呢
必威卡充值不了？
昨晚充值必威卡2000还没到账
为什么必威卡充值被拒绝
必威卡无效
我充了张一万的必威卡还没到账
必威卡充值失败
必威卡存款为什么不到账
必威卡充值不到账
我的必威卡充值怎么没到
我的必威卡充值显示维护什么原因
有个必威卡不能用
为什么必威卡用不了？
怎么我这张必威卡充值之后还是说维护呢
我刚才使用了必威卡但不知道是否成功了
必威卡为什么不到账啊？
必威卡现在存不进去吗
为什么必威卡存款不行呢？
必威卡充不了
你好必威卡充值1058元没有到账
刚买的必威卡充值不了？
冲了个必威卡，迟迟不到账，怎么回事啊？
我是刚才必威卡存款拒绝的
必威卡没反应
必威卡失败
必威卡有问题吗，怎么用不了？",Betway cashcard not working,betway.cn.Payment/Deposit/Cashcard
betway,cn,user,Payment/Deposit/Unionpay,云闪付扫码存款,1," 
【云闪付扫码】存款操作请根据以下步骤：
1. 点击【云闪付扫码】充值方式，然后请填写您要充值的金额，再点击【提交】。
 
2. 使用手机云闪付 APP 扫描二维码。必须在 5 分钟之内完成支付，否则二维码将失效无法进行支付。
 
3. 扫描二维码后，云闪付 APP 将会显示付款信息点击【立即付款】继续付款过程。
 
4. 完成扫描后将跳转到支付页面，完成支付后将在 15 分钟内到账。
 
【温馨提醒】：云闪付扫码仅支持云闪付 APP 进行扫码，其他 APP 扫码将不被接受。建议使用特殊金额进行存款，以便系统更快的确认金额并处理到账。
 
 
另外您可能也会有兴趣知道<intentlink>请问支持信用卡充值吗？</intentlink>
 
或者您也可以看看：<intentlink>必威网站存款金额限制</intentlink>","云闪付怎么存钱啊
如何用云闪付充值
怎样用云闪付
不会用云闪付
如何使用云闪付扫码这个存款方式
云闪付扫码怎么操作
云闪付怎么弄
第一次用云闪付
云闪付要下什么东西
云闪付怎么搞我去试试
云闪付扫码充值怎么操作？
云闪付怎么使用啊
云闪付怎么用的
请问云闪付怎么试用？
这个云闪付存款是什么意思
云闪付怎么存钱
那个云闪付可以信用卡存款吗？
云闪付为什么突然不支持信用卡付了
云闪付支付大概多长时间能到账？
云闪付
云闪付的二维码是拿什么来扫的",Union Pay Deposit,betway.cn.Payment/Deposit/Unionpay
