Brand,Category,Intent,Intent ID,Intent Type,Lang,Text
betway,bet,查询投注记录,bet/查询投注记录,user,cn,AG真人轮盘怎么查历史投注记录
betway,bet,查询投注记录,bet/查询投注记录,user,cn,MGLIVE投注记录哪里看？
betway,bet,查询投注记录,bet/查询投注记录,user,cn,哪里可以看MG的投注记录
betway,bet,查询投注记录,bet/查询投注记录,user,cn,怎么看MG的投注记录
betway,bet,查询投注记录,bet/查询投注记录,user,cn,MG投注记录怎么
betway,bet,查询投注记录,bet/查询投注记录,user,cn,手机怎么查看AG真人轮盘怎么查历史投注记录
betway,bet,查询投注记录,bet/查询投注记录,user,cn,怎么在手机查看真人投注记录，AG的
betway,bet,查询投注记录,bet/查询投注记录,user,cn,AG真人手机上查不到投注记录的吗
betway,bet,查询投注记录,bet/查询投注记录,user,cn,AG在手机上没有投注记录的吗
betway,bet,查询投注记录,bet/查询投注记录,user,cn,AG下注历史手机版有吗
betway,bet,查询投注记录,bet/查询投注记录,user,cn,我想查看AG的下注记录，但是找不到选项
betway,bet,查询投注记录,bet/查询投注记录,user,cn,AG手机下注记录在哪里呀
betway,bet,查询投注记录,bet/查询投注记录,user,cn,APP里怎么查AG真人的下注历史？
betway,bet,查询投注记录,bet/查询投注记录,user,cn,我要查回我在AG的历史注单，是联系你们查看还是可以自己查到呢？用的手机
betway,bet,查询投注记录,bet/查询投注记录,user,cn,你好怎么查看中奖信息的
betway,bet,查询投注记录,bet/查询投注记录,user,cn,怎么看投注的具体内容
betway,bet,查询投注记录,bet/查询投注记录,user,cn,我自己的单子怎么查询
betway,bet,注单事宜,bet/注单事宜,user,cn,我的注单有问题
betway,bet,注单事宜,bet/注单事宜,user,cn,我的注单什么情况
betway,bet,注单事宜,bet/注单事宜,user,cn,我的注单怎么了
betway,bet,注单事宜,bet/注单事宜,user,cn,这个注单有问题，帮我查查
betway,bet,注单事宜,bet/注单事宜,user,cn,这个注单很有问题啊，难道你们没有发现吗
betway,bet,注单事宜,bet/注单事宜,user,cn,我觉得这几单投注有问题
betway,bet,注单事宜,bet/注单事宜,user,cn,这几单投注是不是有问题啊
betway,bet,注单事宜,bet/注单事宜,user,cn,这个注单是什么状况，怎么这样啊？
betway,bet,注单可以撤销吗？,bet/注单可以撤销吗？,user,cn,中场休息买的单子能撤销吗
betway,bet,注单可以撤销吗？,bet/注单可以撤销吗？,user,cn,我想撤单
betway,bet,注单可以撤销吗？,bet/注单可以撤销吗？,user,cn,我要取消我的注单
betway,bet,注单可以撤销吗？,bet/注单可以撤销吗？,user,cn,能不能帮我取消注单
betway,bet,注单可以撤销吗？,bet/注单可以撤销吗？,user,cn,我买错球赛了。怎么取消
betway,bet,注单可以撤销吗？,bet/注单可以撤销吗？,user,cn,单子填错了，怎么撤单
betway,bet,注单可以撤销吗？,bet/注单可以撤销吗？,user,cn,你给我取消注单，退回本金我买其他
betway,bet,注单可以撤销吗？,bet/注单可以撤销吗？,user,cn,我要求把我下注的注单取消
betway,bet,注单可以撤销吗？,bet/注单可以撤销吗？,user,cn,我的比赛还没开始，可以取消投注吗
betway,bet,注单可以撤销吗？,bet/注单可以撤销吗？,user,cn,买错了能不能撤销
betway,bet,注单可以撤销吗？,bet/注单可以撤销吗？,user,cn,我现在可以把那单撤了不
betway,bet,注单可以撤销吗？,bet/注单可以撤销吗？,user,cn,我买错了可以退吗
betway,bet,注单可以撤销吗？,bet/注单可以撤销吗？,user,cn,滚球投注了还能兑换回来的？我点错了怎么办
betway,bet,注单可以撤销吗？,bet/注单可以撤销吗？,user,cn,可以帮我取消注单吗
betway,bet,注单可以撤销吗？,bet/注单可以撤销吗？,user,cn,投注错了，可以取消吗
betway,bet,注单可以撤销吗？,bet/注单可以撤销吗？,user,cn,我买了一个英格兰的比赛，买错了，是什么梦幻对决，英格兰对意大利，能不能退
betway,bet,注单尚未结算,bet/注单尚未结算,user,cn,结算催下
betway,bet,注单尚未结算,bet/注单尚未结算,user,cn,这单都结束了！怎么没结算？
betway,bet,注单尚未结算,bet/注单尚未结算,user,cn,为啥还不结算啊结束半天了
betway,bet,注单尚未结算,bet/注单尚未结算,user,cn,怎么结算那么慢
betway,bet,注单尚未结算,bet/注单尚未结算,user,cn,还没结算，什么情况
betway,bet,注单尚未结算,bet/注单尚未结算,user,cn,请结算一下
betway,bet,注单尚未结算,bet/注单尚未结算,user,cn,麻烦结算下
betway,bet,注单尚未结算,bet/注单尚未结算,user,cn,结算啊
betway,bet,注单尚未结算,bet/注单尚未结算,user,cn,这一单一直没有帮我结算啊
betway,bet,注单尚未结算,bet/注单尚未结算,user,cn,帮忙结算一下
betway,bet,注单尚未结算,bet/注单尚未结算,user,cn,怎么那么久还没结算
betway,bet,注单尚未结算,bet/注单尚未结算,user,cn,还不结算
betway,bet,注单尚未结算,bet/注单尚未结算,user,cn,怎么还不结算
betway,bet,注单尚未结算,bet/注单尚未结算,user,cn,快给我结算
betway,bet,注单尚未结算,bet/注单尚未结算,user,cn,下注的也不结算，怎么回事
betway,bet,注单尚未结算,bet/注单尚未结算,user,cn,结算
betway,bet,注单尚未结算,bet/注单尚未结算,user,cn,结算下
betway,bet,注单尚未结算,bet/注单尚未结算,user,cn,前面的注单尽快结算一下
betway,bet,注单尚未结算,bet/注单尚未结算,user,cn,这单还没有结算啊
betway,bet,注单尚未结算,bet/注单尚未结算,user,cn,还没有结算
betway,bet,注单尚未结算,bet/注单尚未结算,user,cn,速度结算啊
betway,bet,注单尚未结算,bet/注单尚未结算,user,cn,请结算
betway,bet,注单尚未结算,bet/注单尚未结算,user,cn,我有一个注单怎么还不结算
betway,bet,注单尚未结算,bet/注单尚未结算,user,cn,还未结算
betway,bet,注单尚未结算,bet/注单尚未结算,user,cn,怎么半天不结算啊
betway,bet,注单尚未结算,bet/注单尚未结算,user,cn,半天不结算
betway,bet,注单尚未结算,bet/注单尚未结算,user,cn,怎么还没结算
betway,bet,注单尚未结算,bet/注单尚未结算,user,cn,有一单还不结算
betway,bet,注单尚未结算,bet/注单尚未结算,user,cn,这个怎么还没有结算
betway,bet,注单尚未结算,bet/注单尚未结算,user,cn,帮我处理下，怎么还没有结算？
betway,bet,注单尚未结算,bet/注单尚未结算,user,cn,这个注单是还没有结算的
betway,bet,注单尚未结算,bet/注单尚未结算,user,cn,我有3注好几天了也不知道中没中也不结算帮看看
betway,bet,注单尚未结算,bet/注单尚未结算,user,cn,那订单一直不结算
betway,bet,注单尚未结算,bet/注单尚未结算,user,cn,这个还没结算
betway,bet,注单尚未结算,bet/注单尚未结算,user,cn,注单结算
betway,bet,注单尚未结算,bet/注单尚未结算,user,cn,你好吗给结算一下行吗
betway,bet,注单尚未结算,bet/注单尚未结算,user,cn,投注单结算太慢
betway,bet,注单尚未结算,bet/注单尚未结算,user,cn,这单为什么没结算
betway,bet,注单尚未结算,bet/注单尚未结算,user,cn,咨询一下有注一直未结算
betway,bet,注单尚未结算,bet/注单尚未结算,user,cn,还有一个单一直没结算
betway,bet,注单尚未结算,bet/注单尚未结算,user,cn,能不能快点结算
betway,bet,注单尚未结算,bet/注单尚未结算,user,cn,快点结算
betway,bet,注单尚未结算,bet/注单尚未结算,user,cn,投注没结算
betway,bet,注单尚未结算,bet/注单尚未结算,user,cn,快结算
betway,bet,注单尚未结算,bet/注单尚未结算,user,cn,结算一下
betway,bet,注单尚未结算,bet/注单尚未结算,user,cn,没结算给我
betway,bet,注单尚未结算,bet/注单尚未结算,user,cn,显示盈利但没给我结算
betway,bet,注单尚未结算,bet/注单尚未结算,user,cn,钱都没结算给我
betway,bet,注单尚未结算,bet/注单尚未结算,user,cn,怎么还没结算给我
betway,bet,注单尚未结算,bet/注单尚未结算,user,cn,最后那一局的没有结算给我
betway,bet,注单尚未结算,bet/注单尚未结算,user,cn,为什么没有派彩
betway,bet,注单尚未结算,bet/注单尚未结算,user,cn,为什么还没有派彩
betway,bet,注单尚未结算,bet/注单尚未结算,user,cn,我的注单赢了，但是现在还没结算啊
betway,bet,注单尚未结算,bet/注单尚未结算,user,cn,不是，是还没结算
betway,bet,注单尚未结算,bet/注单尚未结算,user,cn,赢了，奖金呢
betway,bet,注单尚未结算,bet/注单尚未结算,user,cn,结算下啊
betway,bet,注单尚未结算,bet/注单尚未结算,user,cn,为什么还没派彩
betway,bet,注单尚未结算,bet/注单尚未结算,user,cn,你好，有一个投注一直没结账
betway,bet,注单结算问题,bet/注单结算问题,user,cn,结算不对
betway,bet,注单结算问题,bet/注单结算问题,user,cn,结算错误
betway,bet,注单结算问题,bet/注单结算问题,user,cn,必威瞎结算？
betway,bet,注单结算问题,bet/注单结算问题,user,cn,我有一单结算错了
betway,bet,注单结算问题,bet/注单结算问题,user,cn,结算错了
betway,bet,注单结算问题,bet/注单结算问题,user,cn,这个订单结算错误
betway,bet,注单结算问题,bet/注单结算问题,user,cn,这单结算是不是错了？
betway,bet,注单结算问题,bet/注单结算问题,user,cn,这个注单结算错了吗
betway,bet,注单结算问题,bet/注单结算问题,user,cn,查下是不是结算错了
betway,bet,注单结算问题,bet/注单结算问题,user,cn,这个单子结算错了
betway,bet,注单结算问题,bet/注单结算问题,user,cn,我的投注结算有问题
betway,bet,注单结算问题,bet/注单结算问题,user,cn,你们帮我结算错了
betway,bet,注单结算问题,bet/注单结算问题,user,cn,是不是结算错了
betway,bet,注单结算问题,bet/注单结算问题,user,cn,好像结算结少了钱
betway,bet,注单结算问题,bet/注单结算问题,user,cn,我这个注单结算有误
betway,bet,注单结算问题,bet/注单结算问题,user,cn,这张单子结算错了
betway,bet,注单结算问题,bet/注单结算问题,user,cn,这个注单结算错误
betway,bet,注单结算问题,bet/注单结算问题,user,cn,我有个单子不对，走盘没退钱还扣我的钱
betway,bet,注单结算问题,bet/注单结算问题,user,cn,派彩派错了
betway,bet,注单结算问题,bet/注单结算问题,user,cn,我的注单结算有问题
betway,bet,注单结算问题,bet/注单结算问题,user,cn,怎么乱结算？盈利不应该这么少的
betway,bet,注单结算问题,bet/注单结算问题,user,cn,我的投注是赢钱了，为什么现在是输的呢16:
betway,bet,注单结算问题,bet/注单结算问题,user,cn,你们是不是算错了我的注单
betway,bet,注单结算问题,bet/注单结算问题,user,cn,为什么你们乱结算
betway,bet,注单结算问题,bet/注单结算问题,user,cn,投注单结果有错误
betway,bet,结算但还未派彩,bet/结算但还未派彩,user,cn,显示盈利但没有收到钱
betway,bet,结算但还未派彩,bet/结算但还未派彩,user,cn,盈利了，钱呢？
betway,bet,结算但还未派彩,bet/结算但还未派彩,user,cn,结算了，但是没有派彩
betway,bet,结算但还未派彩,bet/结算但还未派彩,user,cn,我要投诉！成功下注没有派彩！！这种事情不是第一次了！！！
betway,bet,结算但还未派彩,bet/结算但还未派彩,user,cn,最后一次下注是赢了的，但是余额没有显示添加
betway,bet,结算但还未派彩,bet/结算但还未派彩,user,cn,显示结算了有十分钟了，彩金还没派发
betway,bet,结算但还未派彩,bet/结算但还未派彩,user,cn,我的注单彩金还没派发
betway,bet,结算但还未派彩,bet/结算但还未派彩,user,cn,注单显示结算，但是实际盈利金额没有收到！
betway,bet,结算但还未派彩,bet/结算但还未派彩,user,cn,帮我查下这单的奖金派了没有?
betway,bet,结算但还未派彩,bet/结算但还未派彩,user,cn,结算了，你倒是派奖啊
betway,bet,结算但还未派彩,bet/结算但还未派彩,user,cn,为什么光结算不派彩
betway,bet,结算但还未派彩,bet/结算但还未派彩,user,cn,显示的结算盈利，奖金呢
betway,bet,结算但还未派彩,bet/结算但还未派彩,user,cn,我的注单奖金呢，黑掉了？
betway,bet,结算但还未派彩,bet/结算但还未派彩,user,cn,结算怎么没有派彩，是不是黑了
betway,bet,结算但还未派彩,bet/结算但还未派彩,user,cn,我赢钱了，但是我的赢的钱呢？
betway,bet,结算但还未派彩,bet/结算但还未派彩,user,cn,你好我昨天晚上下注赢的到现在都没到账
betway,bet,结算但还未派彩,bet/结算但还未派彩,user,cn,我昨天打的一个盈利的单子到现在该没到账！怎么回事
betway,bet,结算但还未派彩,bet/结算但还未派彩,user,cn,结账钱没有到账
betway,bet,结算但还未派彩,bet/结算但还未派彩,user,cn,为什么昨晚到现在的注单都没有派彩，反水的钱都到账了。
betway,bet,结算但还未派彩,bet/结算但还未派彩,user,cn,为什么昨晚到现在的注单结算都没到账啊。什么时候解决
betway,bet,结算但还未派彩,bet/结算但还未派彩,user,cn,为什么昨晚维护后到现在，注单结算的钱都没有到账？输的都扣走了，赢的钱都没到。
betway,bet,结算但还未派彩,bet/结算但还未派彩,user,cn,没派彩
betway,bet,结算但还未派彩,bet/结算但还未派彩,user,cn,为什么还没派奖
betway,bet,账户余额不对？,bet/账户余额不对？,user,cn,我里面的余额少了是什么回事
betway,bet,账户余额不对？,bet/账户余额不对？,user,cn,一注游戏过后不见200元呢？
betway,bet,账户余额不对？,bet/账户余额不对？,user,cn,在吗?我怎么刚才有5000多现在只有4800了少了600怎么回事
betway,bet,账户余额不对？,bet/账户余额不对？,user,cn,我下注打中了但金额没有
betway,bet,账户余额不对？,bet/账户余额不对？,user,cn,我下注中了，没赔，也没记录，钱扣了
betway,bet,账户余额不对？,bet/账户余额不对？,user,cn,你好请问，怎么你们这个乱扣钱呢？
betway,bet,账户余额不对？,bet/账户余额不对？,user,cn,我要查的下注给我赢得钱不对
betway,bet,账户余额不对？,bet/账户余额不对？,user,cn,额度那里显示是3300多，游戏里只有2700多
betway,bet,账户余额不对？,bet/账户余额不对？,user,cn,我帐号里的钱怎么没了
betway,bet,账户余额不对？,bet/账户余额不对？,user,cn,账户金额不对
betway,bet,账户余额不对？,bet/账户余额不对？,user,cn,我账户里面的钱不见了
betway,bet,账户余额不对？,bet/账户余额不对？,user,cn,我没有投注，为什么账户的钱少了？
betway,bet,账户余额不对？,bet/账户余额不对？,user,cn,投注不成功，但是金额没有返还
betway,bet,账户余额不对？,bet/账户余额不对？,user,cn,为什么无缘无故给我扣钱了？本来账上的钱怎么少了
betway,bet,账户余额不对？,bet/账户余额不对？,user,cn,刚刚结算后余额不对
betway,bet,账户余额不对？,bet/账户余额不对？,user,cn,注单结算返还后的余额不对
betway,bet,账户余额不对？,bet/账户余额不对？,user,cn,少钱了
betway,bet,账户余额不对？,bet/账户余额不对？,user,cn,为什么扣我的钱
betway,bet,账户余额不对？,bet/账户余额不对？,user,cn,怎么扣钱了
betway,bet,账户余额不对？,bet/账户余额不对？,user,cn,我的这个总额不对找谁呀
betway,bet,账户余额不对？,bet/账户余额不对？,user,cn,刚刚玩真人，说下注未确定，却收了我钱
betway,bet,账户余额不对？,bet/账户余额不对？,user,cn,我的账户又出问题了，我应该有2570，现在只剩1400了，之前是在炸金花玩的
betway,bet,账户余额不对？,bet/账户余额不对？,user,cn,我的账号少了500元
betway,bet,账户余额不对？,bet/账户余额不对？,user,cn,真人平台不见钱
betway,bet,账户余额不对？,bet/账户余额不对？,user,cn,查询余额
betway,bet/fishing,PT 捕鱼王游戏未派彩,bet/fishing/PT 捕鱼王游戏未派彩,user,cn,我在10分钟前的捕鱼王赢得奖金为什么没给我？
betway,bet/fishing,PT 捕鱼王游戏未派彩,bet/fishing/PT 捕鱼王游戏未派彩,user,cn,我在PT深海大赢家击毙了条鱼没给我派钱，咋个一回事？
betway,bet/fishing,PT 捕鱼王游戏未派彩,bet/fishing/PT 捕鱼王游戏未派彩,user,cn,我的PT捕鱼王怎么没给我派彩？子弹呢
betway,bet/fishing,PT 捕鱼王游戏未派彩,bet/fishing/PT 捕鱼王游戏未派彩,user,cn,我刚才在捕鱼王射死了一条金龙，为什么没有给我奖金
betway,bet/fishing,PT 捕鱼王游戏未派彩,bet/fishing/PT 捕鱼王游戏未派彩,user,cn,刚刚在捕鱼，成功射爆炸弹，炸死好多鱼，怎么没有奖金？
betway,bet/fishing,PT 捕鱼王游戏未派彩,bet/fishing/PT 捕鱼王游戏未派彩,user,cn,打死好多鱼，但是奖金没有增加
betway,bet/fishing,PT 捕鱼王游戏未派彩,bet/fishing/PT 捕鱼王游戏未派彩,user,cn,以前都是射死了就给奖金，怎么这次迟迟未派奖
betway,bet/fishing,PT 捕鱼王游戏未派彩,bet/fishing/PT 捕鱼王游戏未派彩,user,cn,奖金呢，难得打死一条大鱼，就黑我的奖金
betway,bet/fishing,PT 捕鱼王游戏未派彩,bet/fishing/PT 捕鱼王游戏未派彩,user,cn,你们捕鱼王是不是骗人的，花了那么多钱打死了鱼却不赔钱？
betway,bet/fishing,PT 捕鱼王游戏未派彩,bet/fishing/PT 捕鱼王游戏未派彩,user,cn,我捕鱼的钱呢，明明打死那条大鱼了的
betway,bet/livedealer,为什么无法登陆真人平台或者真人平台卡,bet/livedealer/为什么无法登陆真人平台或者真人平台卡,user,cn,玩百家乐为什么老是卡呢
betway,bet/livedealer,为什么无法登陆真人平台或者真人平台卡,bet/livedealer/为什么无法登陆真人平台或者真人平台卡,user,cn,浏览器怎么登真人百家乐进不去
betway,bet/livedealer,为什么无法登陆真人平台或者真人平台卡,bet/livedealer/为什么无法登陆真人平台或者真人平台卡,user,cn,为什么在电脑上玩不了真人呢
betway,bet/livedealer,为什么无法登陆真人平台或者真人平台卡,bet/livedealer/为什么无法登陆真人平台或者真人平台卡,user,cn,你们的AG平台好卡；UC开不了
betway,bet/livedealer,为什么无法登陆真人平台或者真人平台卡,bet/livedealer/为什么无法登陆真人平台或者真人平台卡,user,cn,娱乐场自动确认总是交易失败
betway,bet/livedealer,为什么无法登陆真人平台或者真人平台卡,bet/livedealer/为什么无法登陆真人平台或者真人平台卡,user,cn,AG投注不了，显示服务传输失败
betway,bet/livedealer,为什么无法登陆真人平台或者真人平台卡,bet/livedealer/为什么无法登陆真人平台或者真人平台卡,user,cn,每次倒数完了会自动确认的但是卡一下然后显示交易失败请联系游戏厂商什么的
betway,bet/livedealer,为什么无法登陆真人平台或者真人平台卡,bet/livedealer/为什么无法登陆真人平台或者真人平台卡,user,cn,为什么GD娱乐城中的轮盘现在老是发生一会可以下注，一会又不能下注的情况
betway,bet/livedealer,为什么无法登陆真人平台或者真人平台卡,bet/livedealer/为什么无法登陆真人平台或者真人平台卡,user,cn,投注怎么点确定没反应
betway,bet/livedealer,为什么无法登陆真人平台或者真人平台卡,bet/livedealer/为什么无法登陆真人平台或者真人平台卡,user,cn,AG平台下注不了，没有反应。页面没有显示任何错误信息
betway,bet/livedealer,为什么无法登陆真人平台或者真人平台卡,bet/livedealer/为什么无法登陆真人平台或者真人平台卡,user,cn,怎么回事百家乐一直不给下注赢得几把都取消我下注
betway,bet/livedealer,为什么无法登陆真人平台或者真人平台卡,bet/livedealer/为什么无法登陆真人平台或者真人平台卡,user,cn,AG游戏选择不了筹码，确定什么的都看不见。
betway,bet/livedealer,为什么无法登陆真人平台或者真人平台卡,bet/livedealer/为什么无法登陆真人平台或者真人平台卡,user,cn,ag娱乐城怎么又不正常了，系统有问题。
betway,bet/livedealer,为什么无法登陆真人平台或者真人平台卡,bet/livedealer/为什么无法登陆真人平台或者真人平台卡,user,cn,MG真人好卡
betway,bet/livedealer,为什么无法登陆真人平台或者真人平台卡,bet/livedealer/为什么无法登陆真人平台或者真人平台卡,user,cn,真人卡死了
betway,bet/livedealer,为什么无法登陆真人平台或者真人平台卡,bet/livedealer/为什么无法登陆真人平台或者真人平台卡,user,cn,显示个什么地区网络不稳定
betway,bet/livedealer,为什么无法登陆真人平台或者真人平台卡,bet/livedealer/为什么无法登陆真人平台或者真人平台卡,user,cn,AG百家乐不显示投注筹码，重新给我一个网址
betway,bet/livedealer,为什么无法登陆真人平台或者真人平台卡,bet/livedealer/为什么无法登陆真人平台或者真人平台卡,user,cn,怎么手机上百家乐下注不了？
betway,bet/livedealer,为什么无法登陆真人平台或者真人平台卡,bet/livedealer/为什么无法登陆真人平台或者真人平台卡,user,cn,输的就确认了一把之后就不给下注什么意思
betway,bet/livedealer,为什么无法登陆真人平台或者真人平台卡,bet/livedealer/为什么无法登陆真人平台或者真人平台卡,user,cn,手机可以玩GD?怎么上不了
betway,bet/livedealer,为什么无法登陆真人平台或者真人平台卡,bet/livedealer/为什么无法登陆真人平台或者真人平台卡,user,cn,上次我有两次AG赌神赛的门票，进都没进去就被淘汰了
betway,bet/livedealer,为什么无法登陆真人平台或者真人平台卡,bet/livedealer/为什么无法登陆真人平台或者真人平台卡,user,cn,百家乐怎么登不上了？
betway,bet/livedealer,为什么无法登陆真人平台或者真人平台卡,bet/livedealer/为什么无法登陆真人平台或者真人平台卡,user,cn,Gd百家乐老是卡
betway,bet/livedealer,为什么无法登陆真人平台或者真人平台卡,bet/livedealer/为什么无法登陆真人平台或者真人平台卡,user,cn,我的真人游戏卡屏了
betway,bet/livedealer,为什么无法登陆真人平台或者真人平台卡,bet/livedealer/为什么无法登陆真人平台或者真人平台卡,user,cn,为什么我无法投注真人
betway,bet/livedealer,为什么无法登陆真人平台或者真人平台卡,bet/livedealer/为什么无法登陆真人平台或者真人平台卡,user,cn,真人平台无法登入
betway,bet/livedealer,为什么无法登陆真人平台或者真人平台卡,bet/livedealer/为什么无法登陆真人平台或者真人平台卡,user,cn,真人一直无法投注
betway,bet/livedealer,真人注单结算问题,bet/livedealer/真人注单结算问题,user,cn,荷官开错单双，结算了
betway,bet/livedealer,真人注单结算问题,bet/livedealer/真人注单结算问题,user,cn,您好刚刚轮盘游戏帮我的结算出现错误了
betway,bet/livedealer,真人注单结算问题,bet/livedealer/真人注单结算问题,user,cn,我玩的时候真人百家乐。你们结算错了
betway,bet/livedealer,真人注单结算问题,bet/livedealer/真人注单结算问题,user,cn,我真人有一单子结算错误，问下处理的怎么样了
betway,bet/livedealer,真人注单结算问题,bet/livedealer/真人注单结算问题,user,cn,我21号就前天晚上5点玩骰宝我压了240大，开得结果也是大可是没有赔钱给我还倒扣我240
betway,bet/livedealer,真人注单结算问题,bet/livedealer/真人注单结算问题,user,cn,我今天下午玩炸金花赢了钱，可是在登录后就看到输了钱！现在炸金花也没有了！请问是怎么回事
betway,bet/livedealer,真人注单结算问题,bet/livedealer/真人注单结算问题,user,cn,你们真行，百家乐还能重新结算，把我原本赢的钱还回来！
betway,bet/livedealer,真人注单结算问题,bet/livedealer/真人注单结算问题,user,cn,轮盘刚明明是开10号，为什么重新结算是说9号？
betway,bet/livedealer,真人注单结算问题,bet/livedealer/真人注单结算问题,user,cn,"明明结果是对子,我百家乐下的任意对子为什么是输的?赶紧还我钱"
betway,bet/livedealer,真人注单结算问题,bet/livedealer/真人注单结算问题,user,cn,结算错误是你们的责任呀!为什么要扣我的钱?
betway,bet/livedealer,真人注单结算问题,bet/livedealer/真人注单结算问题,user,cn,我想问下我在百家乐的投注我看赛果是盈利的，为什么结算算我输
betway,bet/livedealer,真人注单结算问题,bet/livedealer/真人注单结算问题,user,cn,AG娱乐场买了闲250元，我赢了，为什么说我输呢
betway,bet/livedealer,真人注单结算问题,bet/livedealer/真人注单结算问题,user,cn,B51805130144GD下了庄，为什么算输？
betway,bet/livedealer,真人注单结算问题,bet/livedealer/真人注单结算问题,user,cn,轮盘1185160661派彩错误
betway,bet/livedealer,真人注单结算问题,bet/livedealer/真人注单结算问题,user,cn,闲2最后一张明显是2
betway,bet/livedealer,真人注单结算问题,bet/livedealer/真人注单结算问题,user,cn,真人游戏我压了大出来大为什么不给钱
betway,bet/livedealer,真人注单结算问题,bet/livedealer/真人注单结算问题,user,cn,赔付有错，真人的
betway,bet/livedealer,真人注单结算问题,bet/livedealer/真人注单结算问题,user,cn,Ag结算是不是有问题啊
betway,bet/livedealer,真人注单结算问题,bet/livedealer/真人注单结算问题,user,cn,真人ag结算错了
betway,bet/livedealer,真人注单结算问题,bet/livedealer/真人注单结算问题,user,cn,怎么我AG的钱少了?
betway,bet/livedealer,真人注单结算问题,bet/livedealer/真人注单结算问题,user,cn,刚刚那局AG真人结算错了，结果应该是盈利
betway,bet/livedealer,真人注单结算问题,bet/livedealer/真人注单结算问题,user,cn,我买的明明是对子，结果也是对子，怎么判我输？AG真人的，是不是想坑钱？
betway,bet/livedealer,真人注单结算问题,bet/livedealer/真人注单结算问题,user,cn,刚刚那局AG轮盘结算不对，不应该派这么少的
betway,bet/livedealer,真人注单结算问题,bet/livedealer/真人注单结算问题,user,cn,明明上一秒看还是盈利，怎么卡一下后就成输了的，Ag真人百家乐的
betway,bet/livedealer,真人注单结算问题,bet/livedealer/真人注单结算问题,user,cn,AG真人结算的结果和视频对不上，请退款
betway,bet/livedealer,真人注单结算问题,bet/livedealer/真人注单结算问题,user,cn,我要求退款，你们AG百家乐老是乱结算
betway,bet/livedealer,真人注单结算问题,bet/livedealer/真人注单结算问题,user,cn,我的AG有单牛牛结算有问题，明明是牛9，怎么按无牛来判？
betway,bet/livedealer,真人注单结算问题,bet/livedealer/真人注单结算问题,user,cn,我在MG真人投注，结算有问题
betway,bet/livedealer,真人注单结算问题,bet/livedealer/真人注单结算问题,user,cn,你们这单MG真人结算错了，根据结果不应该是输的
betway,bet/livedealer,真人注单结算问题,bet/livedealer/真人注单结算问题,user,cn,我的MG真人百家乐有一局结算错了
betway,bet/livedealer,真人注单结算问题,bet/livedealer/真人注单结算问题,user,cn,瞎结算，我的MG真人刚刚那局明显就是赢了的
betway,bet/livedealer,真人注单结算问题,bet/livedealer/真人注单结算问题,user,cn,刚刚那局MG真人结算错了，查下吧
betway,bet/livedealer,真人注单结算问题,bet/livedealer/真人注单结算问题,user,cn,我刚才玩MGS，最后一局，我下了一千五，闲是三点，庄是二点，你们让庄博牌，闲不博牌，故意让我输
betway,bet/livedealer,真人注单结算问题,bet/livedealer/真人注单结算问题,user,cn,MG骰宝开出来结果是456大，怎么你们结算成小？
betway,bet/livedealer,真人注单结算问题,bet/livedealer/真人注单结算问题,user,cn,我在GD下注，明明赢了，怎么现在看是输？
betway,bet/livedealer,真人注单结算问题,bet/livedealer/真人注单结算问题,user,cn,GD下注的这局，怎么派彩这么少
betway,bet/livedealer,真人注单结算问题,bet/livedealer/真人注单结算问题,user,cn,为什么这局判我输？GD真人的
betway,bet/livedealer,真人游戏结算未派彩,bet/livedealer/真人游戏结算未派彩,user,cn,游戏代码为R218042800402轮盘，少返360元
betway,bet/livedealer,真人游戏结算未派彩,bet/livedealer/真人游戏结算未派彩,user,cn,投注百家乐庄家，赢了怎么没有派彩
betway,bet/livedealer,真人游戏结算未派彩,bet/livedealer/真人游戏结算未派彩,user,cn,玩什么套路，百家乐怎么结算后没有给奖金
betway,bet/livedealer,真人游戏结算未派彩,bet/livedealer/真人游戏结算未派彩,user,cn,这是怎么了，好几单百家乐结算但是没有给钱
betway,bet/livedealer,真人游戏结算未派彩,bet/livedealer/真人游戏结算未派彩,user,cn,投注轮盘显示赢了，钱呢？
betway,bet/livedealer,真人游戏结算未派彩,bet/livedealer/真人游戏结算未派彩,user,cn,我有一局真人游戏，状态是结算，但是实际没有派发奖金给我，查一下
betway,bet/livedealer,真人游戏结算未派彩,bet/livedealer/真人游戏结算未派彩,user,cn,今天真人是不是有问题，为什么投注结算后没有及时派彩？
betway,bet/livedealer,真人游戏结算未派彩,bet/livedealer/真人游戏结算未派彩,user,cn,刚刚投注了一局百家乐和局，结果也是和局为什么结算后没有派彩？
betway,bet/livedealer,真人游戏结算未派彩,bet/livedealer/真人游戏结算未派彩,user,cn,还要等多久，三十分钟了真人注单结算还是没有派彩
betway,bet/livedealer,真人游戏结算未派彩,bet/livedealer/真人游戏结算未派彩,user,cn,现在真人派彩都要来催的吗，结算有好一会儿了，至今没有派发奖金
betway,bet/livedealer,真人游戏结算未派彩,bet/livedealer/真人游戏结算未派彩,user,cn,"我刚才中了，为何一分没给我，还扣我三百本钱,我玩的真人AG"
betway,bet/livedealer,真人游戏结算未派彩,bet/livedealer/真人游戏结算未派彩,user,cn,Ag砸金花中了没佩服？
